article;name;standard;dy;thread;angle;armature;seria;usit;o_ring;s_key
29642-20-16;25 JIS 60гр. 1.1/4 (45)(Г) ;JIS;25;1_1_4;45;гайка;тяжелая;false;false;null
29642-20-20;32 JIS 60гр. 1.1/4 (45)(Г) ;JIS;32;1_1_4;45;гайка;тяжелая;false;false;null
29642-24-24;38 JIS 60гр. 1.1/2 (45)(Г);JIS;38;1_1_2;45;гайка;тяжелая;false;false;null
29642-32-32;50 JIS 60гр. 2 (45)(Г);JIS;50;2;45;гайка;тяжелая;false;false;null
29691-02-04;06 JIS 60гр. 1/8 (90)(Г);JIS;6;1_8;90;гайка;легкая;false;false;null
29691-04-04;06 JIS 60гр. 1/4 (90)(Г) ;JIS;6;1_4;90;гайка;легкая;false;false;null
29691-04-05;08 JIS 60гр. 1/4 (90)(Г);JIS;8;1_4;90;гайка;легкая;false;false;null
29691-06-05;08 JIS 60гр. 3/8 (90)(Г);JIS;8;3_8;90;гайка;легкая;false;false;null
29691-06-06;10 JIS 60гр. 3/8 (90)(Г) ;JIS;10;3_8;90;гайка;легкая;false;false;null
29691-06-08;12 JIS 60гр. 3/8 (90)(Г);JIS;12;3_8;90;гайка;легкая;false;false;null
29691-08-08;12 JIS 60гр. 1/2 (90)(Г) ;JIS;12;1_2;90;гайка;легкая;false;false;null
29691-10-10;16 JIS 60гр. 5/8 (90)(Г) ;JIS;16;5_8;90;гайка;легкая;false;false;null
29691-12-12;20 JIS 60гр. 3/4 (90)(Г) ;JIS;20;3_4;90;гайка;легкая;false;false;null
29691-16-16;25 JIS 60гр. 1 (90)(Г) ;JIS;25;1;90;гайка;легкая;false;false;null
29691-20-16;25 JIS 60гр. 1.1/4 (90)(Г) ;JIS;25;1_1_4;90;гайка;легкая;false;false;null
29691-20-20;32 JIS 60гр. 1.1/4 (90)(Г) ;JIS;32;1_1_4;90;гайка;легкая;false;false;null
29691-24-24;38 JIS 60гр. 1.1/2 (90)(Г);JIS;38;1_1_2;90;гайка;легкая;false;false;null
29691-32-32;50 JIS 60гр. 2 (90)(Г);JIS;50;2;90;гайка;легкая;false;false;null
29692-06-08;12 JIS 60гр. 3/8 (90)(Г);JIS;12;3_8;90;гайка;тяжелая;false;false;null
29692-08-08;12 JIS 60гр. 1/2 (90)(Г) ;JIS;12;1_2;90;гайка;тяжелая;false;false;null
29692-10-10;16 JIS 60гр. 5/8 (90)(Г) ;JIS;16;5_8;90;гайка;тяжелая;false;false;null
29692-12-12;20 JIS 60гр. 3/4 (90)(Г) ;JIS;20;3_4;90;гайка;тяжелая;false;false;null
29692-16-16;25 JIS 60гр. 1 (90)(Г) ;JIS;25;1;90;гайка;тяжелая;false;false;null
29692-20-16;25 JIS 60гр. 1.1/4 (90)(Г) ;JIS;25;1_1_4;90;гайка;тяжелая;false;false;null
29692-20-20;32 JIS 60гр. 1.1/4 (90)(Г) ;JIS;32;1_1_4;90;гайка;тяжелая;false;false;null
29692-24-24;38 JIS 60гр. 1.1/2 (90)(Г);JIS;38;1_1_2;90;гайка;тяжелая;false;false;null
29692-32-32;50 JIS 60гр. 2 (90)(Г);JIS;50;2;90;гайка;тяжелая;false;false;null
18611-10-04;06 JIS METRIC 60гр. 10х1 (Ш);JIS;6;10_1;0;штуцер;легкая;false;false;null
18611-12-04;06 JIS METRIC 60гр. 12х1 (Ш);JIS;6;12_1;0;штуцер;легкая;false;false;null
18611-14-04;06 JIS METRIC 60гр. 14х1 (Ш);JIS;6;14_1;0;штуцер;легкая;false;false;null
18611-16-04;06 JIS METRIC 60гр. 16х1 (Ш);JIS;6;16_1;0;штуцер;легкая;false;false;null
18611-16-05;08 JIS METRIC 60гр. 16х1 (Ш);JIS;8;16_1;0;штуцер;легкая;false;false;null
18611-18-04;06 JIS METRIC 60гр. 18х1,5 (Ш);JIS;6;18_1_5;0;штуцер;легкая;false;false;null
18611-18-05;08 JIS METRIC 60гр. 18х1,5 (Ш);JIS;8;18_1_5;0;штуцер;легкая;false;false;null
18611-18-06;10 JIS METRIC 60гр. 18х1,5 (Ш);JIS;10;18_1_5;0;штуцер;легкая;false;false;null
18611-18-08;12 JIS METRIC 60гр. 18х1,5 (Ш) ;JIS;12;18_1_5;0;штуцер;легкая;false;false;null
18611-18-10;16 JIS METRIC 60гр. 18х1,5 (Ш);JIS;16;18_1_5;0;штуцер;легкая;false;false;null
18611-20-06;10 JIS METRIC 60гр. 20х1,5 (Ш) ;JIS;10;20_1_5;0;штуцер;легкая;false;false;null
18611-20-08;12 JIS METRIC 60гр. 20х1,5 (Ш) ;JIS;12;20_1_5;0;штуцер;легкая;false;false;null
18611-20-10;16 JIS METRIC 60гр. 20х1,5 (Ш);JIS;16;20_1_5;0;штуцер;легкая;false;false;null
18611-22-08;12 JIS METRIC 60гр. 22х1,5 (Ш);JIS;12;22_1_5;0;штуцер;легкая;false;false;null
18611-22-10;16 JIS METRIC 60гр. 22х1,5 (Ш);JIS;16;22_1_5;0;штуцер;легкая;false;false;null
18611-24-08;12 JIS METRIC 60гр. 24х1,5 (Ш) ;JIS;12;24_1_5;0;штуцер;легкая;false;false;null
18611-24-10;16 JIS METRIC 60гр. 24х1,5 (Ш);JIS;16;24_1_5;0;штуцер;легкая;false;false;null
18611-24-12;20 JIS METRIC 60гр. 24х1,5 (Ш);JIS;20;24_1_5;0;штуцер;легкая;false;false;null
18611-30-12;20 JIS METRIC 60гр. 30х2 (Ш);JIS;20;30_2;0;штуцер;легкая;false;false;null
18611-33-16;25 JIS METRIC 60гр. 33х2 (Ш);JIS;25;33_2;0;штуцер;легкая;false;false;null
18612-18-08;12 JIS METRIC 60гр. 18х1,5 (Ш) ;JIS;12;18_1_5;0;штуцер;тяжелая;false;false;null
18612-18-10;16 JIS METRIC 60гр. 18х1,5 (Ш);JIS;16;18_1_5;0;штуцер;тяжелая;false;false;null
18612-20-08;12 JIS METRIC 60гр. 20х1,5 (Ш) ;JIS;12;20_1_5;0;штуцер;тяжелая;false;false;null
18612-20-10;16 JIS METRIC 60гр. 20х1,5 (Ш);JIS;16;20_1_5;0;штуцер;тяжелая;false;false;null
18612-22-08;12 JIS METRIC 60гр. 22х1,5 (Ш);JIS;12;22_1_5;0;штуцер;тяжелая;false;false;null
18612-22-10;16 JIS METRIC 60гр. 22х1,5 (Ш);JIS;16;22_1_5;0;штуцер;тяжелая;false;false;null
18612-24-08;12 JIS METRIC 60гр. 24х1,5 (Ш) ;JIS;12;24_1_5;0;штуцер;тяжелая;false;false;null
18612-24-10;16 JIS METRIC 60гр. 24х1,5 (Ш);JIS;16;24_1_5;0;штуцер;тяжелая;false;false;null
18612-24-12;20 JIS METRIC 60гр. 24х1,5 (Ш);JIS;20;24_1_5;0;штуцер;тяжелая;false;false;null
18612-30-12;20 JIS METRIC 60гр. 30х2 (Ш);JIS;20;30_2;0;штуцер;тяжелая;false;false;null
18612-33-16;25 JIS METRIC 60гр. 33х2 (Ш);JIS;25;33_2;0;штуцер;тяжелая;false;false;null
28611-10-04;06 JIS METRIC 60гр. 10х1 (0)(Г);JIS;6;10_1;0;гайка;легкая;false;false;null
28611-12-04;06 JIS METRIC 60гр. 12х1 (0)(Г);JIS;6;12_1;0;гайка;легкая;false;false;null
28611-14-04;06 JIS METRIC 60гр. 14х1 (0)(Г);JIS;6;14_1;0;гайка;легкая;false;false;null
28611-16-04;06 JIS METRIC 60гр. 16х1 (0)(Г);JIS;6;16_1;0;гайка;легкая;false;false;null
28611-16-05;08 JIS METRIC 60гр. 16х1 (0)(Г);JIS;8;16_1;0;гайка;легкая;false;false;null
28611-18-04;06 JIS METRIC 60гр. 18х1,5 (0)(Г);JIS;6;18_1_5;0;гайка;легкая;false;false;null
28611-18-05;08 JIS METRIC 60гр. 18х1,5 (0)(Г);JIS;8;18_1_5;0;гайка;легкая;false;false;null
28611-18-06;10 JIS METRIC 60гр. 18х1,5 (0)(Г);JIS;10;18_1_5;0;гайка;легкая;false;false;null
28611-18-08;12 JIS METRIC 60гр. 18х1,5 (0)(Г);JIS;12;18_1_5;0;гайка;легкая;false;false;null
28611-18-10;16 JIS METRIC 60гр. 18х1,5 (0)(Г);JIS;16;18_1_5;0;гайка;легкая;false;false;null
28611-20-06;10 JIS METRIC 60гр. 20х1,5 (0)(Г);JIS;10;20_1_5;0;гайка;легкая;false;false;null
28611-20-08;12 JIS METRIC 60гр. 20х1,5 (0)(Г);JIS;12;20_1_5;0;гайка;легкая;false;false;null
28611-20-10;16 JIS METRIC 60гр. 20х1,5 (0)(Г);JIS;16;20_1_5;0;гайка;легкая;false;false;null
28611-22-08;12 JIS METRIC 60гр. 22х1,5 (0)(Г);JIS;12;22_1_5;0;гайка;легкая;false;false;null
28611-22-10;16 JIS METRIC 60гр. 22х1,5 (0)(Г);JIS;16;22_1_5;0;гайка;легкая;false;false;null
28611-24-08;12 JIS METRIC 60гр. 24х1,5 (0)(Г);JIS;12;24_1_5;0;гайка;легкая;false;false;null
28611-24-10;16 JIS METRIC 60гр. 24х1,5 (0)(Г);JIS;16;24_1_5;0;гайка;легкая;false;false;null
28611-24-12;20 JIS METRIC 60гр. 24х1,5 (0)(Г);JIS;20;24_1_5;0;гайка;легкая;false;false;null
28611-30-12;20 JIS METRIC 60гр. 30х2 (0)(Г);JIS;20;30_2;0;гайка;легкая;false;false;null
28611-33-16;25 JIS METRIC 60гр. 33х2 (0)(Г);JIS;25;33_2;0;гайка;легкая;false;false;null
28612-18-08;12 JIS METRIC 60гр. 18х1,5 (0)(Г);JIS;12;18_1_5;0;гайка;тяжелая;false;false;null
28612-18-10;16 JIS METRIC 60гр. 18х1,5 (0)(Г);JIS;16;18_1_5;0;гайка;тяжелая;false;false;null
28612-20-08;12 JIS METRIC 60гр. 20х1,5 (0)(Г);JIS;12;20_1_5;0;гайка;тяжелая;false;false;null
28612-20-10;16 JIS METRIC 60гр. 20х1,5 (0)(Г);JIS;16;20_1_5;0;гайка;тяжелая;false;false;null
28612-22-08;12 JIS METRIC 60гр. 22х1,5 (0)(Г);JIS;12;22_1_5;0;гайка;тяжелая;false;false;null
28612-22-10;16 JIS METRIC 60гр. 22х1,5 (0)(Г);JIS;16;22_1_5;0;гайка;тяжелая;false;false;null
28612-24-08;12 JIS METRIC 60гр. 24х1,5 (0)(Г);JIS;12;24_1_5;0;гайка;тяжелая;false;false;null
28612-24-10;16 JIS METRIC 60гр. 24х1,5 (0)(Г);JIS;16;24_1_5;0;гайка;тяжелая;false;false;null
28612-24-12;20 JIS METRIC 60гр. 24х1,5 (0)(Г);JIS;20;24_1_5;0;гайка;тяжелая;false;false;null
28612-30-12;20 JIS METRIC 60гр. 30х2 (0)(Г);JIS;20;30_2;0;гайка;тяжелая;false;false;null
28612-33-16;25 JIS METRIC 60гр. 33х2 (0)(Г);JIS;25;33_2;0;гайка;тяжелая;false;false;null
28641-10-04;06 JIS METRIC 60гр. 10х1 (45)(Г);JIS;6;10_1;45;гайка;легкая;false;false;null
28641-12-04;06 JIS METRIC 60гр. 12х1 (45)(Г);JIS;6;12_1;45;гайка;легкая;false;false;null
28641-14-04;06 JIS METRIC 60гр. 14х1 (45)(Г);JIS;6;14_1;45;гайка;легкая;false;false;null
28641-16-04;06 JIS METRIC 60гр. 16х1 (45)(Г);JIS;6;16_1;45;гайка;легкая;false;false;null
28641-16-05;08 JIS METRIC 60гр. 16х1 (45)(Г);JIS;8;16_1;45;гайка;легкая;false;false;null
28641-18-04;06 JIS METRIC 60гр. 18х1,5 (45)(Г);JIS;6;18_1_5;45;гайка;легкая;false;false;null
28641-18-05;08 JIS METRIC 60гр. 18х1,5 (45)(Г);JIS;8;18_1_5;45;гайка;легкая;false;false;null
28641-18-06;10 JIS METRIC 60гр. 18х1,5 (45)(Г);JIS;10;18_1_5;45;гайка;легкая;false;false;null
28641-18-08;12 JIS METRIC 60гр. 18х1,5 (45)(Г);JIS;12;18_1_5;45;гайка;легкая;false;false;null
28641-18-10;16 JIS METRIC 60гр. 18х1,5 (45)(Г);JIS;16;18_1_5;45;гайка;легкая;false;false;null
28641-20-06;10 JIS METRIC 60гр. 20х1,5 (45)(Г);JIS;10;20_1_5;45;гайка;легкая;false;false;null
28641-20-08;12 JIS METRIC 60гр. 20х1,5 (45)(Г);JIS;12;20_1_5;45;гайка;легкая;false;false;null
28641-20-10;16 JIS METRIC 60гр. 20х1,5 (45)(Г);JIS;16;20_1_5;45;гайка;легкая;false;false;null
28641-22-08;12 JIS METRIC 60гр. 22х1,5 (45)(Г);JIS;12;22_1_5;45;гайка;легкая;false;false;null
28641-22-10;16 JIS METRIC 60гр. 22х1,5 (45)(Г);JIS;16;22_1_5;45;гайка;легкая;false;false;null
28641-24-08;12 JIS METRIC 60гр. 24х1,5 (45)(Г);JIS;12;24_1_5;45;гайка;легкая;false;false;null
28641-24-10;16 JIS METRIC 60гр. 24х1,5 (45)(Г);JIS;16;24_1_5;45;гайка;легкая;false;false;null
28641-24-12;20 JIS METRIC 60гр. 24х1,5 (45)(Г);JIS;20;24_1_5;45;гайка;легкая;false;false;null
28641-30-12;20 JIS METRIC 60гр. 30х2 (45)(Г);JIS;20;30_2;45;гайка;легкая;false;false;null
28641-33-16;25 JIS METRIC 60гр. 33х2 (45)(Г);JIS;25;33_2;45;гайка;легкая;false;false;null
28642-18-08;12 JIS METRIC 60гр. 18х1,5 (45)(Г);JIS;12;18_1_5;45;гайка;тяжелая;false;false;null
28642-18-10;16 JIS METRIC 60гр. 18х1,5 (45)(Г);JIS;16;18_1_5;45;гайка;тяжелая;false;false;null
28642-20-08;12 JIS METRIC 60гр. 20х1,5 (45)(Г);JIS;12;20_1_5;45;гайка;тяжелая;false;false;null
28642-20-10;16 JIS METRIC 60гр. 20х1,5 (45)(Г);JIS;16;20_1_5;45;гайка;тяжелая;false;false;null
28642-22-08;12 JIS METRIC 60гр. 22х1,5 (45)(Г);JIS;12;22_1_5;45;гайка;тяжелая;false;false;null
28642-22-10;16 JIS METRIC 60гр. 22х1,5 (45)(Г);JIS;16;22_1_5;45;гайка;тяжелая;false;false;null
28642-24-08;12 JIS METRIC 60гр. 24х1,5 (45)(Г);JIS;12;24_1_5;45;гайка;тяжелая;false;false;null
28642-24-10;16 JIS METRIC 60гр. 24х1,5 (45)(Г);JIS;16;24_1_5;45;гайка;тяжелая;false;false;null
28642-24-12;20 JIS METRIC 60гр. 24х1,5 (45)(Г);JIS;20;24_1_5;45;гайка;тяжелая;false;false;null
28642-30-12;20 JIS METRIC 60гр. 30х2 (45)(Г);JIS;20;30_2;45;гайка;тяжелая;false;false;null
28642-33-16;25 JIS METRIC 60гр. 33х2 (45)(Г);JIS;25;33_2;45;гайка;тяжелая;false;false;null
28691-10-04;06 JIS METRIC 60гр. 10х1 (90)(Г);JIS;6;10_1;90;гайка;легкая;false;false;null
28691-12-04;06 JIS METRIC 60гр. 12х1 (90)(Г);JIS;6;12_1;90;гайка;легкая;false;false;null
28691-14-04;06 JIS METRIC 60гр. 14х1 (90)(Г);JIS;6;14_1;90;гайка;легкая;false;false;null
28691-16-04;06 JIS METRIC 60гр. 16х1 (90)(Г);JIS;6;16_1;90;гайка;легкая;false;false;null
28691-16-05;08 JIS METRIC 60гр. 16х1 (90)(Г);JIS;8;16_1;90;гайка;легкая;false;false;null
28691-18-04;06 JIS METRIC 60гр. 18х1,5 (90)(Г);JIS;6;18_1_5;90;гайка;легкая;false;false;null
28691-18-05;08 JIS METRIC 60гр. 18х1,5 (90)(Г);JIS;8;18_1_5;90;гайка;легкая;false;false;null
28691-18-06;10 JIS METRIC 60гр. 18х1,5 (90)(Г);JIS;10;18_1_5;90;гайка;легкая;false;false;null
28691-18-08;12 JIS METRIC 60гр. 18х1,5 (90)(Г);JIS;12;18_1_5;90;гайка;легкая;false;false;null
28691-18-10;16 JIS METRIC 60гр. 18х1,5 (90)(Г);JIS;16;18_1_5;90;гайка;легкая;false;false;null
28691-20-06;10 JIS METRIC 60гр. 20х1,5 (90)(Г);JIS;10;20_1_5;90;гайка;легкая;false;false;null
28691-20-08;12 JIS METRIC 60гр. 20х1,5 (90)(Г);JIS;12;20_1_5;90;гайка;легкая;false;false;null
28691-20-10;16 JIS METRIC 60гр. 20х1,5 (90)(Г);JIS;16;20_1_5;90;гайка;легкая;false;false;null
28691-22-08;12 JIS METRIC 60гр. 22х1,5 (90)(Г);JIS;12;22_1_5;90;гайка;легкая;false;false;null
28691-22-10;16 JIS METRIC 60гр. 22х1,5 (90)(Г);JIS;16;22_1_5;90;гайка;легкая;false;false;null
28691-24-08;12 JIS METRIC 60гр. 24х1,5 (90)(Г);JIS;12;24_1_5;90;гайка;легкая;false;false;null
28691-24-10;16 JIS METRIC 60гр. 24х1,5 (90)(Г);JIS;16;24_1_5;90;гайка;легкая;false;false;null
28691-24-12;20 JIS METRIC 60гр. 24х1,5 (90)(Г);JIS;20;24_1_5;90;гайка;легкая;false;false;null
28691-30-12;20 JIS METRIC 60гр. 30х2 (90)(Г);JIS;20;30_2;90;гайка;легкая;false;false;null
28691-33-12;20 JIS METRIC 60гр. 33х1,5 (90)(Г);JIS;20;33_1_5;90;гайка;легкая;false;false;null
28691-33-16;25 JIS METRIC 60гр. 33х2 (90)(Г);JIS;25;33_2;90;гайка;легкая;false;false;null
28692-18-08;12 JIS METRIC 60гр. 18х1,5 (90)(Г);JIS;12;18_1_5;90;гайка;тяжелая;false;false;null
28692-18-10;16 JIS METRIC 60гр. 18х1,5 (90)(Г);JIS;16;18_1_5;90;гайка;тяжелая;false;false;null
28692-20-08;12 JIS METRIC 60гр. 20х1,5 (90)(Г);JIS;12;20_1_5;90;гайка;тяжелая;false;false;null
28692-20-10;16 JIS METRIC 60гр. 20х1,5 (90)(Г);JIS;16;20_1_5;90;гайка;тяжелая;false;false;null
28692-22-08;12 JIS METRIC 60гр. 22х1,5 (90)(Г);JIS;12;22_1_5;90;гайка;тяжелая;false;false;null
28692-22-10;16 JIS METRIC 60гр. 22х1,5 (90)(Г);JIS;16;22_1_5;90;гайка;тяжелая;false;false;null
28692-24-08;12 JIS METRIC 60гр. 24х1,5 (90)(Г);JIS;12;24_1_5;90;гайка;тяжелая;false;false;null
28692-24-10;16 JIS METRIC 60гр. 24х1,5 (90)(Г);JIS;16;24_1_5;90;гайка;тяжелая;false;false;null
28692-24-12;20 JIS METRIC 60гр. 24х1,5 (90)(Г);JIS;20;24_1_5;90;гайка;тяжелая;false;false;null
28692-30-12;20 JIS METRIC 60гр. 30х2 (90)(Г);JIS;20;30_2;90;гайка;тяжелая;false;false;null
28692-33-12;20 JIS METRIC 60гр. 33х1,5 (90)(Г);JIS;20;33_1_5;90;гайка;тяжелая;false;false;null
28692-33-16;25 JIS METRIC 60гр. 33х2 (90)(Г);JIS;25;33_2;90;гайка;тяжелая;false;false;null
15611-02-04;06 NPTF 1/8 (Ш);NPTF;6;1_8;0;штуцер;легкая;false;false;null
15611-02-05;08 NPTF 1/8 (Ш);NPTF;8;1_8;0;штуцер;легкая;false;false;null
15611-04-04;06 NPTF 1/4 (Ш);NPTF;6;1_4;0;штуцер;легкая;false;false;null
15611-04-05;08 NPTF 1/4 (Ш);NPTF;8;1_4;0;штуцер;легкая;false;false;null
15611-04-06;10 NPTF 1/4 (Ш);NPTF;10;1_4;0;штуцер;легкая;false;false;null
15611-04-08;12 NPTF 1/4 (Ш);NPTF;12;1_4;0;штуцер;легкая;false;false;null
15611-06-04;06 NPTF 3/8 (Ш);NPTF;6;3_8;0;штуцер;легкая;false;false;null
15611-06-05;08 NPTF 3/8 (Ш);NPTF;8;3_8;0;штуцер;легкая;false;false;null
15611-06-06;10 NPTF 3/8 (Ш);NPTF;10;3_8;0;штуцер;легкая;false;false;null
15611-06-08;12 NPTF 3/8 (Ш);NPTF;12;3_8;0;штуцер;легкая;false;false;null
15611-08-06;10 NPTF 1/2 (Ш);NPTF;10;1_2;0;штуцер;легкая;false;false;null
15611-08-08;12 NPTF 1/2 (Ш);NPTF;12;1_2;0;штуцер;легкая;false;false;null
15611-08-10;16 NPTF 1/2 (Ш);NPTF;16;1_2;0;штуцер;легкая;false;false;null
15611-10-10;16 NPTF 5/8 (Ш);NPTF;16;5_8;0;штуцер;легкая;false;false;null
15611-12-08;12 NPTF 3/4 (Ш);NPTF;12;3_4;0;штуцер;легкая;false;false;null
15611-12-10;16 NPTF 3/4 (Ш);NPTF;16;3_4;0;штуцер;легкая;false;false;null
15611-12-12;20 NPTF 3/4 (Ш);NPTF;20;3_4;0;штуцер;легкая;false;false;null
15611-16-10;16 NPTF 1 (Ш);NPTF;16;1;0;штуцер;легкая;false;false;null
15611-16-12;20 NPTF 1 (Ш);NPTF;20;1;0;штуцер;легкая;false;false;null
15611-16-16;25 NPTF 1 (Ш);NPTF;25;1;0;штуцер;легкая;false;false;null
15611-20-16;25 NPTF 1.1/4 (Ш);NPTF;25;1_1_4;0;штуцер;легкая;false;false;null
15611-20-20;32 NPTF 1.1/4 (Ш);NPTF;32;1_1_4;0;штуцер;легкая;false;false;null
15611-24-20;32 NPTF 1.1/2 (Ш);NPTF;32;1_1_2;0;штуцер;легкая;false;false;null
15611-24-24;38 NPTF 1.1/2 (Ш);NPTF;38;1_1_2;0;штуцер;легкая;false;false;null
15611-32-32;50 NPTF 2 (Ш);NPTF;50;2;0;штуцер;легкая;false;false;null
15612-04-08;12 NPTF 1/4 (Ш);NPTF;12;1_4;0;штуцер;тяжелая;false;false;null
15612-06-08;12 NPTF 3/8 (Ш);NPTF;12;3_8;0;штуцер;тяжелая;false;false;null
15612-08-08;12 NPTF 1/2 (Ш);NPTF;12;1_2;0;штуцер;тяжелая;false;false;null
15612-08-10;16 NPTF 1/2 (Ш);NPTF;16;1_2;0;штуцер;тяжелая;false;false;null
15612-08-12;20 NPTF 1/2 (Ш);NPTF;20;1_2;0;штуцер;тяжелая;false;false;null
15612-10-10;16 NPTF 5/8 (Ш);NPTF;16;5_8;0;штуцер;тяжелая;false;false;null
15612-12-08;12 NPTF 3/4 (Ш);NPTF;12;3_4;0;штуцер;тяжелая;false;false;null
15612-12-10;16 NPTF 3/4 (Ш);NPTF;16;3_4;0;штуцер;тяжелая;false;false;null
15612-12-12;20 NPTF 3/4 (Ш);NPTF;20;3_4;0;штуцер;тяжелая;false;false;null
15612-12-16;25 NPTF 3/4 (Ш);NPTF;25;3_4;0;штуцер;тяжелая;false;false;null
15612-16-10;16 NPTF 1 (Ш);NPTF;16;1;0;штуцер;тяжелая;false;false;null
15612-16-12;20 NPTF 1 (Ш);NPTF;20;1;0;штуцер;тяжелая;false;false;null
15612-16-16;25 NPTF 1 (Ш);NPTF;25;1;0;штуцер;тяжелая;false;false;null
15612-16-20;32 NPTF 1 (Ш);NPTF;32;1;0;штуцер;тяжелая;false;false;null
15612-20-16;25 NPTF 1.1/4 (Ш);NPTF;25;1_1_4;0;штуцер;тяжелая;false;false;null
15612-20-20;32 NPTF 1.1/4 (Ш);NPTF;32;1_1_4;0;штуцер;тяжелая;false;false;null
15612-24-20;32 NPTF 1.1/2 (Ш);NPTF;32;1_1_2;0;штуцер;тяжелая;false;false;null
15612-24-24;38 NPTF 1.1/2 (Ш);NPTF;38;1_1_2;0;штуцер;тяжелая;false;false;null
15612-32-32;50 NPTF 2 (Ш);NPTF;50;2;0;штуцер;тяжелая;false;false;null
10211-30-12;20 ORFS 30х2 (Ш);ORFS;20;30_2;0;штуцер;легкая;false;false;null
10211-52-24;38 ORFS 52х2 (Ш);ORFS;38;52_2;0;штуцер;легкая;false;false;null
10212-30-12;20 ORFS 30х2 (Ш);ORFS;20;30_2;0;штуцер;тяжелая;false;false;null
10212-52-24;38 ORFS 52х2 (Ш);ORFS;38;52_2;0;штуцер;тяжелая;false;false;null
10311-18-06;10 ORFS 18х1,5 (Ш);ORFS;10;18_1_5;0;штуцер;легкая;false;false;null
10311-20-06;10 ORFS 20х1,5 (Ш);ORFS;10;20_1_5;0;штуцер;легкая;false;false;null
10311-20-08;12 ORFS 20х1,5 (Ш);ORFS;12;20_1_5;0;штуцер;легкая;false;false;null
10311-20-10;16 ORFS 20х1,5 (Ш);ORFS;16;20_1_5;0;штуцер;легкая;false;false;null
10311-22-06;10 ORFS 22х1,5 (Ш);ORFS;10;22_1_5;0;штуцер;легкая;false;false;null
10311-22-08;12 ORFS 22х1,5 (Ш);ORFS;12;22_1_5;0;штуцер;легкая;false;false;null
10311-24-08;12 ORFS 24х1,5 (Ш);ORFS;12;24_1_5;0;штуцер;легкая;false;false;null
10311-27-10;16 ORFS 27х1,5 (Ш);ORFS;16;27_1_5;0;штуцер;легкая;false;false;null
10311-33-12;20 ORFS 33х2 (Ш);ORFS;20;33_2;0;штуцер;легкая;false;false;null
10311-36-12;20 ORFS 36х2 (Ш);ORFS;20;36_2;0;штуцер;легкая;false;false;null
10311-36-16;25 ORFS 36х2 (Ш);ORFS;25;36_2;0;штуцер;легкая;false;false;null
10311-39-12;20 ORFS 39х2 (Ш);ORFS;20;39_2;0;штуцер;легкая;false;false;null
10311-39-16;25 ORFS 39х2 (Ш);ORFS;25;39_2;0;штуцер;легкая;false;false;null
10311-48-24;38 ORFS 48х2 (Ш);ORFS;38;48_2;0;штуцер;легкая;false;false;null
10312-20-08;12 ORFS 20х1,5 (Ш);ORFS;12;20_1_5;0;штуцер;тяжелая;false;false;null
10312-20-10;16 ORFS 20х1,5 (Ш);ORFS;16;20_1_5;0;штуцер;тяжелая;false;false;null
10312-22-08;12 ORFS 22х1,5 (Ш);ORFS;12;22_1_5;0;штуцер;тяжелая;false;false;null
10312-24-08;12 ORFS 24х1,5 (Ш);ORFS;12;24_1_5;0;штуцер;тяжелая;false;false;null
10312-27-10;16 ORFS 27х1,5 (Ш);ORFS;16;27_1_5;0;штуцер;тяжелая;false;false;null
10312-33-12;20 ORFS 33х2 (Ш);ORFS;20;33_2;0;штуцер;тяжелая;false;false;null
10312-36-12;20 ORFS 36х2 (Ш);ORFS;20;36_2;0;штуцер;тяжелая;false;false;null
10312-36-16;25 ORFS 36х2 (Ш);ORFS;25;36_2;0;штуцер;тяжелая;false;false;null
10312-39-12;20 ORFS 39х2 (Ш);ORFS;20;39_2;0;штуцер;тяжелая;false;false;null
10312-39-16;25 ORFS 39х2 (Ш);ORFS;25;39_2;0;штуцер;тяжелая;false;false;null
10312-48-24;38 ORFS 48х2 (Ш);ORFS;38;48_2;0;штуцер;тяжелая;false;false;null
20211-18-06;10 ORFS 18х1,5 (0)(Г);ORFS;10;18_1_5;0;гайка;легкая;false;false;null
20211-20-06;10 ORFS 20х1,5 (0)(Г);ORFS;10;20_1_5;0;гайка;легкая;false;false;null
20211-20-08;12 ORFS 20х1,5 (0)(Г);ORFS;12;20_1_5;0;гайка;легкая;false;false;null
20211-22-06;10 ORFS 22х1,5 (0)(Г);ORFS;10;22_1_5;0;гайка;легкая;false;false;null
20211-22-08;12 ORFS 22х1,5 (0)(Г);ORFS;12;22_1_5;0;гайка;легкая;false;false;null
20211-24-08;12 ORFS 24х1,5 (0)(Г);ORFS;12;24_1_5;0;гайка;легкая;false;false;null
20211-33-12;20 ORFS 33х2 (0)(Г);ORFS;20;33_2;0;гайка;легкая;false;false;null
20211-36-12;20 ORFS 36х2 (0)(Г);ORFS;20;36_2;0;гайка;легкая;false;false;null
20211-36-16;25 ORFS 36х2 (0)(Г);ORFS;25;36_2;0;гайка;легкая;false;false;null
20211-39-12;20 ORFS 39х2 (0)(Г);ORFS;20;39_2;0;гайка;легкая;false;false;null
20211-39-16;25 ORFS 39х2 (0)(Г);ORFS;25;39_2;0;гайка;легкая;false;false;null
20211-48-24;38 ORFS 48х2 (0)(Г);ORFS;38;48_2;0;гайка;легкая;false;false;null
