article;name;standard;dy;thread;angle;armature;seria;usit;o_ring;s_key
20212-20-06;10 ORFS 20х1,5 (0)(Г);ORFS;10;20_1_5;0;гайка;тяжелая;false;false;null
20212-20-08;12 ORFS 20х1,5 (0)(Г);ORFS;12;20_1_5;0;гайка;тяжелая;false;false;null
20212-22-08;12 ORFS 22х1,5 (0)(Г);ORFS;12;22_1_5;0;гайка;тяжелая;false;false;null
20212-24-08;12 ORFS 24х1,5 (0)(Г);ORFS;12;24_1_5;0;гайка;тяжелая;false;false;null
20212-33-12;20 ORFS 33х2 (0)(Г);ORFS;20;33_2;0;гайка;тяжелая;false;false;null
20212-36-12;20 ORFS 36х2 (0)(Г);ORFS;20;36_2;0;гайка;тяжелая;false;false;null
20212-36-16;25 ORFS 36х2 (0)(Г);ORFS;25;36_2;0;гайка;тяжелая;false;false;null
20212-39-12;20 ORFS 39х2 (0)(Г);ORFS;20;39_2;0;гайка;тяжелая;false;false;null
20212-39-16;25 ORFS 39х2 (0)(Г);ORFS;25;39_2;0;гайка;тяжелая;false;false;null
20212-48-24;38 ORFS 48х2 (0)(Г);ORFS;38;48_2;0;гайка;тяжелая;false;false;null
20241-18-06;10 ORFS 18х1,5 (45)(Г);ORFS;10;18_1_5;45;гайка;легкая;false;false;null
20241-20-06;10 ORFS 20х1,5 (45)(Г);ORFS;10;20_1_5;45;гайка;легкая;false;false;null
20241-20-08;12 ORFS 20х1,5 (45)(Г);ORFS;12;20_1_5;45;гайка;легкая;false;false;null
20241-22-06;10 ORFS 22х1,5 (45)(Г);ORFS;10;22_1_5;45;гайка;легкая;false;false;null
20241-22-08;12 ORFS 22х1,5 (45)(Г);ORFS;12;22_1_5;45;гайка;легкая;false;false;null
20241-24-08;12 ORFS 24х1,5 (45)(Г);ORFS;12;24_1_5;45;гайка;легкая;false;false;null
20241-33-12;20 ORFS 33х2 (45)(Г);ORFS;20;33_2;45;гайка;легкая;false;false;null
20241-36-16;25 ORFS 36х2 (45)(Г);ORFS;25;36_2;45;гайка;легкая;false;false;null
20241-39-12;20 ORFS 39х2 (45)(Г);ORFS;20;39_2;45;гайка;легкая;false;false;null
20241-39-16;25 ORFS 39х2 (45)(Г);ORFS;25;39_2;45;гайка;легкая;false;false;null
20241-48-24;38 ORFS 48х2 (45)(Г);ORFS;38;48_2;45;гайка;легкая;false;false;null
20242-20-08;12 ORFS 20х1,5 (45)(Г);ORFS;12;20_1_5;45;гайка;тяжелая;false;false;null
20242-22-08;12 ORFS 22х1,5 (45)(Г);ORFS;12;22_1_5;45;гайка;тяжелая;false;false;null
20242-24-08;12 ORFS 24х1,5 (45)(Г);ORFS;12;24_1_5;45;гайка;тяжелая;false;false;null
20242-33-12;20 ORFS 33х2 (45)(Г);ORFS;20;33_2;45;гайка;тяжелая;false;false;null
20242-36-16;25 ORFS 36х2 (45)(Г);ORFS;25;36_2;45;гайка;тяжелая;false;false;null
20242-39-12;20 ORFS 39х2 (45)(Г);ORFS;20;39_2;45;гайка;тяжелая;false;false;null
20242-39-16;25 ORFS 39х2 (45)(Г);ORFS;25;39_2;45;гайка;тяжелая;false;false;null
20242-48-24;38 ORFS 48х2 (45)(Г);ORFS;38;48_2;45;гайка;тяжелая;false;false;null
20291-18-06;10 ORFS 18х1,5 (90)(Г);ORFS;10;18_1_5;90;гайка;легкая;false;false;null
20291-20-06;10 ORFS 20х1,5 (90)(Г);ORFS;10;20_1_5;90;гайка;легкая;false;false;null
20291-20-08;12 ORFS 20х1,5 (90)(Г);ORFS;12;20_1_5;90;гайка;легкая;false;false;null
20291-22-06;10 ORFS 22х1,5 (90)(Г);ORFS;10;22_1_5;90;гайка;легкая;false;false;null
20291-22-08;12 ORFS 22х1,5 (90)(Г);ORFS;12;22_1_5;90;гайка;легкая;false;false;null
20291-24-08;12 ORFS 24х1,5 (90)(Г);ORFS;12;24_1_5;90;гайка;легкая;false;false;null
20291-33-12;20 ORFS 33х2 (90)(Г);ORFS;20;33_2;90;гайка;легкая;false;false;null
20291-36-12;20 ORFS 36х2 (90)(Г);ORFS;20;36_2;90;гайка;легкая;false;false;null
20291-36-16;25 ORFS 36х2 (90)(Г);ORFS;25;36_2;90;гайка;легкая;false;false;null
20291-39-12;20 ORFS 39х2 (90)(Г);ORFS;20;39_2;90;гайка;легкая;false;false;null
20291-39-16;25 ORFS 39х2 (90)(Г);ORFS;25;39_2;90;гайка;легкая;false;false;null
20291-48-24;38 ORFS 48х2 (90)(Г);ORFS;38;48_2;90;гайка;легкая;false;false;null
20292-20-08;12 ORFS 20х1,5 (90)(Г);ORFS;12;20_1_5;90;гайка;тяжелая;false;false;null
20292-22-06;10 ORFS 22х1,5 (90)(Г);ORFS;10;22_1_5;90;гайка;тяжелая;false;false;null
20292-22-08;12 ORFS 22х1,5 (90)(Г);ORFS;12;22_1_5;90;гайка;тяжелая;false;false;null
20292-24-08;12 ORFS 24х1,5 (90)(Г);ORFS;12;24_1_5;90;гайка;тяжелая;false;false;null
20292-33-12;20 ORFS 33х2 (90)(Г);ORFS;20;33_2;90;гайка;тяжелая;false;false;null
20292-36-12;20 ORFS 36х2 (90)(Г);ORFS;20;36_2;90;гайка;тяжелая;false;false;null
20292-36-16;25 ORFS 36х2 (90)(Г);ORFS;25;36_2;90;гайка;тяжелая;false;false;null
20292-39-12;20 ORFS 39х2 (90)(Г);ORFS;20;39_2;90;гайка;тяжелая;false;false;null
20292-39-16;25 ORFS 39х2 (90)(Г);ORFS;25;39_2;90;гайка;тяжелая;false;false;null
20292-48-24;38 ORFS 48х2 (90)(Г);ORFS;38;48_2;90;гайка;тяжелая;false;false;null
14211-04-04;06 ORFS 9/16 (Ш);ORFS;6;9_16;0;штуцер;легкая;false;false;null
14211-04-05;08 ORFS 9/16 (Ш);ORFS;8;9_16;0;штуцер;легкая;false;false;null
14211-04-06;10 ORFS 9/16 (Ш);ORFS;10;9_16;0;штуцер;легкая;false;false;null
14211-06-04;06 ORFS 11/16 (Ш);ORFS;6;11_16;0;штуцер;легкая;false;false;null
14211-06-05;08 ORFS 11/16 (Ш);ORFS;8;11_16;0;штуцер;легкая;false;false;null
14211-06-06;10 ORFS 11/16 (Ш);ORFS;10;11_16;0;штуцер;легкая;false;false;null
14211-06-08;12 ORFS 11/16 (Ш);ORFS;12;11_16;0;штуцер;легкая;false;false;null
14211-08-04;06 ORFS 13/16 (Ш);ORFS;6;13_16;0;штуцер;легкая;false;false;null
14211-08-05;08 ORFS 13/16 (Ш);ORFS;8;13_16;0;штуцер;легкая;false;false;null
14211-08-06;10 ORFS 13/16 (Ш);ORFS;10;13_16;0;штуцер;легкая;false;false;null
14211-08-08;12 ORFS 13/16 (Ш);ORFS;12;13_16;0;штуцер;легкая;false;false;null
14211-08-10;16 ORFS 13/16 (Ш);ORFS;16;13_16;0;штуцер;легкая;false;false;null
14211-10-08;12 ORFS 1 (Ш);ORFS;12;1;0;штуцер;легкая;false;false;null
14211-10-10;16 ORFS 1 (Ш);ORFS;16;1;0;штуцер;легкая;false;false;null
14211-10-12;20 ORFS 1 (Ш);ORFS;20;1;0;штуцер;легкая;false;false;null
14211-12-08;12 ORFS 1,3/16 (Ш);ORFS;12;1_3_16;0;штуцер;легкая;false;false;null
14211-12-10;16 ORFS 1,3/16 (Ш);ORFS;16;1_3_16;0;штуцер;легкая;false;false;null
14211-12-12;20 ORFS 1,3/16 (Ш);ORFS;20;1_3_16;0;штуцер;легкая;false;false;null
14211-12-16;25 ORFS 1,3/16 (Ш);ORFS;25;1_3_16;0;штуцер;легкая;false;false;null
14211-16-12;20 ORFS 1,7/16 (Ш);ORFS;20;1_7_16;0;штуцер;легкая;false;false;null
14211-16-16;25 ORFS 1,7/16 (Ш);ORFS;25;1_7_16;0;штуцер;легкая;false;false;null
14211-16-20;32 ORFS 1,7/16 (Ш);ORFS;32;1_7_16;0;штуцер;легкая;false;false;null
14211-20-16;25 ORFS 1,11/16 (Ш);ORFS;25;1_11_16;0;штуцер;легкая;false;false;null
14211-20-20;32 ORFS 1,11/16 (Ш);ORFS;32;1_11_16;0;штуцер;легкая;false;false;null
14211-20-24;38 ORFS 1,11/16 (Ш);ORFS;38;1_11_16;0;штуцер;легкая;false;false;null
14211-24-24;38 ORFS 2 (Ш);ORFS;38;2;0;штуцер;легкая;false;false;null
14211-24-32;50 ORFS 2 (Ш);ORFS;50;2;0;штуцер;легкая;false;false;null
14212-06-08;12 ORFS 11/16 (Ш);ORFS;12;11_16;0;штуцер;тяжелая;false;false;null
14212-08-06;10 ORFS 13/16 (Ш);ORFS;10;13_16;0;штуцер;тяжелая;false;false;null
14212-08-08;12 ORFS 13/16 (Ш);ORFS;12;13_16;0;штуцер;тяжелая;false;false;null
14212-08-10;16 ORFS 13/16 (Ш);ORFS;16;13_16;0;штуцер;тяжелая;false;false;null
14212-10-08;12 ORFS 1 (Ш);ORFS;12;1;0;штуцер;тяжелая;false;false;null
14212-10-10;16 ORFS 1 (Ш);ORFS;16;1;0;штуцер;тяжелая;false;false;null
14212-10-12;20 ORFS 1 (Ш);ORFS;20;1;0;штуцер;тяжелая;false;false;null
14212-12-08;12 ORFS 1,3/16 (Ш);ORFS;12;1_3_16;0;штуцер;тяжелая;false;false;null
14212-12-10;16 ORFS 1,3/16 (Ш);ORFS;16;1_3_16;0;штуцер;тяжелая;false;false;null
14212-12-12;20 ORFS 1,3/16 (Ш);ORFS;20;1_3_16;0;штуцер;тяжелая;false;false;null
14212-12-16;25 ORFS 1,3/16 (Ш);ORFS;25;1_3_16;0;штуцер;тяжелая;false;false;null
14212-16-12;20 ORFS 1,7/16 (Ш);ORFS;20;1_7_16;0;штуцер;тяжелая;false;false;null
14212-16-16;25 ORFS 1,7/16 (Ш);ORFS;25;1_7_16;0;штуцер;тяжелая;false;false;null
14212-16-20;32 ORFS 1,7/16 (Ш);ORFS;32;1_7_16;0;штуцер;тяжелая;false;false;null
14212-20-16;25 ORFS 1,11/16 (Ш);ORFS;25;1_11_16;0;штуцер;тяжелая;false;false;null
14212-20-20;32 ORFS 1,11/16 (Ш);ORFS;32;1_11_16;0;штуцер;тяжелая;false;false;null
14212-20-24;38 ORFS 1,11/16 (Ш);ORFS;38;1_11_16;0;штуцер;тяжелая;false;false;null
14212-24-24;38 ORFS 2 (Ш);ORFS;38;2;0;штуцер;тяжелая;false;false;null
14212-24-32;50 ORFS 2 (Ш);ORFS;50;2;0;штуцер;тяжелая;false;false;null
24211-04-04;06 ORFS 9/16 (0)(Г);ORFS;6;9_16;0;гайка;легкая;false;false;null
24211-04-05;08 ORFS 9/16 (0)(Г);ORFS;8;9_16;0;гайка;легкая;false;false;null
24211-04-06;10 ORFS 9/16 (0)(Г);ORFS;10;9_16;0;гайка;легкая;false;false;null
24211-06-04;06 ORFS 11/16 (0)(Г);ORFS;6;11_16;0;гайка;легкая;false;false;null
24211-06-05;08 ORFS 11/16 (0)(Г);ORFS;8;11_16;0;гайка;легкая;false;false;null
24211-06-06;10 ORFS 11/16 (0)(Г);ORFS;10;11_16;0;гайка;легкая;false;false;null
24211-06-08;12 ORFS 11/16 (0)(Г);ORFS;12;11_16;0;гайка;легкая;false;false;null
24211-08-04;06 ORFS 13/16 (0)(Г);ORFS;6;13_16;0;гайка;легкая;false;false;null
24211-08-05;08 ORFS 13/16 (0)(Г);ORFS;8;13_16;0;гайка;легкая;false;false;null
24211-08-06;10 ORFS 13/16 (0)(Г);ORFS;10;13_16;0;гайка;легкая;false;false;null
24211-08-08;12 ORFS 13/16 (0)(Г);ORFS;12;13_16;0;гайка;легкая;false;false;null
24211-08-10;16 ORFS 13/16 (0)(Г);ORFS;16;13_16;0;гайка;легкая;false;false;null
24211-10-08;12 ORFS 1 (0)(Г);ORFS;12;1;0;гайка;легкая;false;false;null
24211-10-10;16 ORFS 1 (0)(Г);ORFS;16;1;0;гайка;легкая;false;false;null
24211-10-12;20 ORFS 1 (0)(Г);ORFS;20;1;0;гайка;легкая;false;false;null
24211-12-08;12 ORFS 1,3/16 (0)(Г);ORFS;12;1_3_16;0;гайка;легкая;false;false;null
24211-12-10;16 ORFS 1,3/16 (0)(Г);ORFS;16;1_3_16;0;гайка;легкая;false;false;null
24211-12-12;20 ORFS 1,3/16 (0)(Г);ORFS;20;1_3_16;0;гайка;легкая;false;false;null
24211-12-16;25 ORFS 1,3/16 (0)(Г);ORFS;25;1_3_16;0;гайка;легкая;false;false;null
24211-16-12;20 ORFS 1,7/16 (0)(Г);ORFS;20;1_7_16;0;гайка;легкая;false;false;null
24211-16-16;25 ORFS 1,7/16 (0)(Г);ORFS;25;1_7_16;0;гайка;легкая;false;false;null
24211-16-20;32 ORFS 1,7/16 (0)(Г);ORFS;32;1_7_16;0;гайка;легкая;false;false;null
24211-20-16;25 ORFS 1,11/16 (0)(Г);ORFS;25;1_11_16;0;гайка;легкая;false;false;null
24211-20-20;32 ORFS 1,11/16 (0)(Г);ORFS;32;1_11_16;0;гайка;легкая;false;false;null
24211-20-24;38 ORFS 1,11/16 (0)(Г);ORFS;38;1_11_16;0;гайка;легкая;false;false;null
24211-24-20;32 ORFS 2 (0)(Г);ORFS;32;2;0;гайка;легкая;false;false;null
24211-24-24;38 ORFS 2 (0)(Г);ORFS;38;2;0;гайка;легкая;false;false;null
24211-24-32;50 ORFS 2 (0)(Г);ORFS;50;2;0;гайка;легкая;false;false;null
24212-06-08;12 ORFS 11/16 (0)(Г);ORFS;12;11_16;0;гайка;тяжелая;false;false;null
24212-08-06;10 ORFS 13/16 (0)(Г);ORFS;10;13_16;0;гайка;тяжелая;false;false;null
24212-08-08;12 ORFS 13/16 (0)(Г);ORFS;12;13_16;0;гайка;тяжелая;false;false;null
24212-08-10;16 ORFS 13/16 (0)(Г);ORFS;16;13_16;0;гайка;тяжелая;false;false;null
24212-10-08;12 ORFS 1 (0)(Г);ORFS;12;1;0;гайка;тяжелая;false;false;null
24212-10-10;16 ORFS 1 (0)(Г);ORFS;16;1;0;гайка;тяжелая;false;false;null
24212-10-12;20 ORFS 1 (0)(Г);ORFS;20;1;0;гайка;тяжелая;false;false;null
24212-12-08;12 ORFS 1,3/16 (0)(Г);ORFS;12;1_3_16;0;гайка;тяжелая;false;false;null
24212-12-10;16 ORFS 1,3/16 (0)(Г);ORFS;16;1_3_16;0;гайка;тяжелая;false;false;null
24212-12-12;20 ORFS 1,3/16 (0)(Г);ORFS;20;1_3_16;0;гайка;тяжелая;false;false;null
24212-12-16;25 ORFS 1,3/16 (0)(Г);ORFS;25;1_3_16;0;гайка;тяжелая;false;false;null
24212-16-12;20 ORFS 1,7/16 (0)(Г);ORFS;20;1_7_16;0;гайка;тяжелая;false;false;null
24212-16-16;25 ORFS 1,7/16 (0)(Г);ORFS;25;1_7_16;0;гайка;тяжелая;false;false;null
24212-16-20;32 ORFS 1,7/16 (0)(Г);ORFS;32;1_7_16;0;гайка;тяжелая;false;false;null
24212-20-16;25 ORFS 1,11/16 (0)(Г);ORFS;25;1_11_16;0;гайка;тяжелая;false;false;null
24212-20-20;32 ORFS 1,11/16 (0)(Г);ORFS;32;1_11_16;0;гайка;тяжелая;false;false;null
24212-20-24;38 ORFS 1,11/16 (0)(Г);ORFS;38;1_11_16;0;гайка;тяжелая;false;false;null
24212-24-20;32 ORFS 2 (0)(Г);ORFS;32;2;0;гайка;тяжелая;false;false;null
24212-24-24;38 ORFS 2 (0)(Г);ORFS;38;2;0;гайка;тяжелая;false;false;null
24212-24-32;50 ORFS 2 (0)(Г);ORFS;50;2;0;гайка;тяжелая;false;false;null
24213-12-12;20 ORFS 1,3/16 (0)(Г) Interlock;ORFS;20;1_3_16;0;гайка;interlock;false;false;null
24213-16-16;25 ORFS 1,7/16 (0)(Г) Interlock;ORFS;25;1_7_16;0;гайка;interlock;false;false;null
24213-20-20;32 ORFS 1,11/16 (0)(Г) Interlock;ORFS;32;1_11_16;0;гайка;interlock;false;false;null
24241-04-04;06 ORFS 9/16 (45)(Г);ORFS;6;9_16;45;гайка;легкая;false;false;null
24241-04-05;08 ORFS 9/16 (45)(Г);ORFS;8;9_16;45;гайка;легкая;false;false;null
24241-04-06;10 ORFS 9/16 (45)(Г);ORFS;10;9_16;45;гайка;легкая;false;false;null
24241-06-04;06 ORFS 11/16 (45)(Г);ORFS;6;11_16;45;гайка;легкая;false;false;null
24241-06-05;08 ORFS 11/16 (45)(Г);ORFS;8;11_16;45;гайка;легкая;false;false;null
24241-06-06;10 ORFS 11/16 (45)(Г);ORFS;10;11_16;45;гайка;легкая;false;false;null
24241-06-08;12 ORFS 11/16 (45)(Г);ORFS;12;11_16;45;гайка;легкая;false;false;null
24241-08-04;06 ORFS 13/16 (45)(Г);ORFS;6;13_16;45;гайка;легкая;false;false;null
24241-08-05;08 ORFS 13/16 (45)(Г);ORFS;8;13_16;45;гайка;легкая;false;false;null
24241-08-06;10 ORFS 13/16 (45)(Г);ORFS;10;13_16;45;гайка;легкая;false;false;null
24241-08-08;12 ORFS 13/16 (45)(Г);ORFS;12;13_16;45;гайка;легкая;false;false;null
24241-08-10;16 ORFS 13/16 (45)(Г);ORFS;16;13_16;45;гайка;легкая;false;false;null
24241-10-08;12 ORFS 1 (45)(Г);ORFS;12;1;45;гайка;легкая;false;false;null
24241-10-10;16 ORFS 1 (45)(Г);ORFS;16;1;45;гайка;легкая;false;false;null
24241-10-12;20 ORFS 1 (45)(Г);ORFS;20;1;45;гайка;легкая;false;false;null
24241-12-08;12 ORFS 1,3/16 (45)(Г);ORFS;12;1_3_16;45;гайка;легкая;false;false;null
24241-12-10;16 ORFS 1,3/16 (45)(Г);ORFS;16;1_3_16;45;гайка;легкая;false;false;null
24241-12-12;20 ORFS 1,3/16 (45)(Г);ORFS;20;1_3_16;45;гайка;легкая;false;false;null
24241-12-16;25 ORFS 1,3/16 (45)(Г);ORFS;25;1_3_16;45;гайка;легкая;false;false;null
24241-16-12;20 ORFS 1,7/16 (45)(Г);ORFS;20;1_7_16;45;гайка;легкая;false;false;null
24241-16-16;25 ORFS 1,7/16 (45)(Г);ORFS;25;1_7_16;45;гайка;легкая;false;false;null
24241-16-20;32 ORFS 1,7/16 (45)(Г);ORFS;32;1_7_16;45;гайка;легкая;false;false;null
24241-20-16;25 ORFS 1,11/16 (45)(Г);ORFS;25;1_11_16;45;гайка;легкая;false;false;null
24241-20-20;32 ORFS 1,11/16 (45)(Г);ORFS;32;1_11_16;45;гайка;легкая;false;false;null
24241-20-24;38 ORFS 1,11/16 (45)(Г);ORFS;38;1_11_16;45;гайка;легкая;false;false;null
24241-24-24;38 ORFS 2 (45)(Г);ORFS;38;2;45;гайка;легкая;false;false;null
24241-24-32;50 ORFS 2 (45)(Г);ORFS;50;2;45;гайка;легкая;false;false;null
24242-06-06;10 ORFS 11/16 (45)(Г);ORFS;10;11_16;45;гайка;тяжелая;false;false;null
24242-06-08;12 ORFS 11/16 (45)(Г);ORFS;12;11_16;45;гайка;тяжелая;false;false;null
24242-08-06;10 ORFS 13/16 (45)(Г);ORFS;10;13_16;45;гайка;тяжелая;false;false;null
24242-08-08;12 ORFS 13/16 (45)(Г);ORFS;12;13_16;45;гайка;тяжелая;false;false;null
24242-08-10;16 ORFS 13/16 (45)(Г);ORFS;16;13_16;45;гайка;тяжелая;false;false;null
24242-10-08;12 ORFS 1 (45)(Г);ORFS;12;1;45;гайка;тяжелая;false;false;null
24242-10-10;16 ORFS 1 (45)(Г);ORFS;16;1;45;гайка;тяжелая;false;false;null
24242-10-12;20 ORFS 1 (45)(Г);ORFS;20;1;45;гайка;тяжелая;false;false;null
24242-12-08;12 ORFS 1,3/16 (45)(Г);ORFS;12;1_3_16;45;гайка;тяжелая;false;false;null
24242-12-10;16 ORFS 1,3/16 (45)(Г);ORFS;16;1_3_16;45;гайка;тяжелая;false;false;null
24242-12-12;20 ORFS 1,3/16 (45)(Г);ORFS;20;1_3_16;45;гайка;тяжелая;false;false;null
24242-12-16;25 ORFS 1,3/16 (45)(Г);ORFS;25;1_3_16;45;гайка;тяжелая;false;false;null
24242-16-12;20 ORFS 1,7/16 (45)(Г);ORFS;20;1_7_16;45;гайка;тяжелая;false;false;null
24242-16-16;25 ORFS 1,7/16 (45)(Г);ORFS;25;1_7_16;45;гайка;тяжелая;false;false;null
24242-16-20;32 ORFS 1,7/16 (45)(Г);ORFS;32;1_7_16;45;гайка;тяжелая;false;false;null
24242-20-16;25 ORFS 1,11/16 (45)(Г);ORFS;25;1_11_16;45;гайка;тяжелая;false;false;null
24242-20-20;32 ORFS 1,11/16 (45)(Г);ORFS;32;1_11_16;45;гайка;тяжелая;false;false;null
24242-20-24;38 ORFS 1,11/16 (45)(Г);ORFS;38;1_11_16;45;гайка;тяжелая;false;false;null
24242-24-24;38 ORFS 2 (45)(Г);ORFS;38;2;45;гайка;тяжелая;false;false;null
24242-24-32;50 ORFS 2 (45)(Г);ORFS;50;2;45;гайка;тяжелая;false;false;null
24243-12-12;20 ORFS 1,3/16 (45)(Г) Interlock;ORFS;20;1_3_16;45;гайка;interlock;false;false;null
24243-16-16;25 ORFS 1,7/16 (45)(Г) Interlock;ORFS;25;1_7_16;45;гайка;interlock;false;false;null
24243-20-20;32 ORFS 1,11/16 (45)(Г) Interlock;ORFS;32;1_11_16;45;гайка;interlock;false;false;null
24291-04-04;06 ORFS 9/16 (90)(Г);ORFS;6;9_16;90;гайка;легкая;false;false;null
24291-04-05;08 ORFS 9/16 (90)(Г);ORFS;8;9_16;90;гайка;легкая;false;false;null
24291-04-06;10 ORFS 9/16 (90)(Г);ORFS;10;9_16;90;гайка;легкая;false;false;null
24291-06-04;06 ORFS 11/16 (90)(Г);ORFS;6;11_16;90;гайка;легкая;false;false;null
24291-06-05;08 ORFS 11/16 (90)(Г);ORFS;8;11_16;90;гайка;легкая;false;false;null
24291-06-06;10 ORFS 11/16 (90)(Г);ORFS;10;11_16;90;гайка;легкая;false;false;null
24291-06-08;12 ORFS 11/16 (90)(Г);ORFS;12;11_16;90;гайка;легкая;false;false;null
24291-08-04;06 ORFS 13/16 (90)(Г);ORFS;6;13_16;90;гайка;легкая;false;false;null
24291-08-05;08 ORFS 13/16 (90)(Г);ORFS;8;13_16;90;гайка;легкая;false;false;null
24291-08-06;10 ORFS 13/16 (90)(Г);ORFS;10;13_16;90;гайка;легкая;false;false;null
24291-08-08;12 ORFS 13/16 (90)(Г);ORFS;12;13_16;90;гайка;легкая;false;false;null
24291-08-10;16 ORFS 13/16 (90)(Г);ORFS;16;13_16;90;гайка;легкая;false;false;null
24291-10-08;12 ORFS 1 (90)(Г);ORFS;12;1;90;гайка;легкая;false;false;null
24291-10-10;16 ORFS 1 (90)(Г);ORFS;16;1;90;гайка;легкая;false;false;null
24291-10-12;20 ORFS 1 (90)(Г);ORFS;20;1;90;гайка;легкая;false;false;null
24291-12-08;12 ORFS 1,3/16 (90)(Г);ORFS;12;1_3_16;90;гайка;легкая;false;false;null
24291-12-10;16 ORFS 1,3/16 (90)(Г);ORFS;16;1_3_16;90;гайка;легкая;false;false;null
24291-12-12;20 ORFS 1,3/16 (90)(Г);ORFS;20;1_3_16;90;гайка;легкая;false;false;null
24291-12-16;25 ORFS 1,3/16 (90)(Г);ORFS;25;1_3_16;90;гайка;легкая;false;false;null
24291-16-12;20 ORFS 1,7/16 (90)(Г);ORFS;20;1_7_16;90;гайка;легкая;false;false;null
24291-16-16;25 ORFS 1,7/16 (90)(Г);ORFS;25;1_7_16;90;гайка;легкая;false;false;null
24291-16-20;32 ORFS 1,7/16 (90)(Г);ORFS;32;1_7_16;90;гайка;легкая;false;false;null
24291-20-16;25 ORFS 1,11/16 (90)(Г);ORFS;25;1_11_16;90;гайка;легкая;false;false;null
24291-20-20;32 ORFS 1,11/16 (90)(Г);ORFS;32;1_11_16;90;гайка;легкая;false;false;null
24291-20-24;38 ORFS 1,11/16 (90)(Г);ORFS;38;1_11_16;90;гайка;легкая;false;false;null
