id,article,name,standard,dy,thread,angle,armature,seria,usit,o_ring,s_key
288,22691-10-08T,"12 BSP 5/8"" (90)(Г)",1,12,93,3,1,1,false,false,
289,22691-10-08W,"12 BSP 5/8"" (90)(Г)",1,12,93,3,1,1,false,false,
290,22691-10-08,"12 BSP 5/8"" (90)(Г)",1,12,93,3,1,1,false,false,
291,12611-10-08 S24,"12 BSP 5/8"" (Ш) S=24",1,12,93,1,2,1,false,false,24
292,12612-10-08 S24,"12 BSP 5/8"" (Ш) S=24",1,12,93,1,2,2,false,false,24
293,12611-10-08 S27,"12 BSP 5/8"" (Ш) S=27",1,12,93,1,2,1,false,false,27
294,12612-10-08 S27,"12 BSP 5/8"" (Ш) S=27",1,12,93,1,2,2,false,false,27
295,12611A-10-08,"12 BSP 5/8"" (Ш) S=30",1,12,93,1,2,1,true,false,30
296,12612A-10-08,"12 BSP 5/8"" (Ш) S=30",1,12,93,1,2,2,true,false,30
297,22611-08-10W,"16 BSP 1/2"" (0)(Г)",1,16,90,1,1,1,false,false,
298,22612-08-10,"16 BSP 1/2"" (0)(Г)",1,16,90,1,1,2,false,false,
299,22611-08-10T,"16 BSP 1/2"" (0)(Г)",1,16,90,1,1,1,false,false,
300,22612-08-10T,"16 BSP 1/2"" (0)(Г)",1,16,90,1,1,2,false,false,
301,22612-08-10W,"16 BSP 1/2"" (0)(Г)",1,16,90,1,1,2,false,false,
302,22611-08-10,"16 BSP 1/2"" (0)(Г)",1,16,90,1,1,1,false,false,
303,22641-08-10,"16 BSP 1/2"" (45)(Г)",1,16,90,2,1,1,false,false,
304,22641-08-10T,"16 BSP 1/2"" (45)(Г)",1,16,90,2,1,1,false,false,
305,22641-08-10W,"16 BSP 1/2"" (45)(Г)",1,16,90,2,1,1,false,false,
306,22642-08-10,"16 BSP 1/2"" (45)(Г)",1,16,90,2,1,2,false,false,
307,22642-08-10T,"16 BSP 1/2"" (45)(Г)",1,16,90,2,1,2,false,false,
308,22642-08-10W,"16 BSP 1/2"" (45)(Г)",1,16,90,2,1,2,false,false,
309,22691-08-10,"16 BSP 1/2"" (90)(Г)",1,16,90,3,1,1,false,false,
310,22692-08-10,"16 BSP 1/2"" (90)(Г)",1,16,90,3,1,2,false,false,
311,22691-08-10T,"16 BSP 1/2"" (90)(Г)",1,16,90,3,1,1,false,false,
312,22691-08-10W,"16 BSP 1/2"" (90)(Г)",1,16,90,3,1,1,false,false,
313,22692-08-10T,"16 BSP 1/2"" (90)(Г)",1,16,90,3,1,2,false,false,
314,22692-08-10W,"16 BSP 1/2"" (90)(Г)",1,16,90,3,1,2,false,false,
315,12612-08-10,"16 BSP 1/2"" (Ш) ",1,16,90,1,2,2,false,false,
316,12611-08-10,"16 BSP 1/2"" (Ш) ",1,16,90,1,2,1,false,false,
317,12612-08-10 A,"16 BSP 1/2"" (Ш)",1,16,90,1,2,2,false,false,
318,12612A-08-10,"16 BSP 1/2"" (Ш) S=27",1,16,90,1,2,2,true,false,27
319,12612A-08-10 A,"16 BSP 1/2"" (Ш) S=27",1,16,90,1,2,2,true,false,27
320,12611A-08-10,"16 BSP 1/2"" (Ш) S=27",1,16,90,1,2,1,true,false,27
321,22612-12-10,"16 BSP 3/4"" (0)(Г)",1,16,58,1,1,2,false,false,
322,22611-12-10T,"16 BSP 3/4"" (0)(Г)",1,16,58,1,1,1,false,false,
323,22612-12-10T,"16 BSP 3/4"" (0)(Г)",1,16,58,1,1,2,false,false,
324,22612-12-10W,"16 BSP 3/4"" (0)(Г)",1,16,58,1,1,2,false,false,
325,22611-12-10W,"16 BSP 3/4"" (0)(Г)",1,16,58,1,1,1,false,false,
326,22611-12-10,"16 BSP 3/4"" (0)(Г)",1,16,58,1,1,1,false,false,
327,22212-12-10T,"16 BSP 3/4"" (0)(Г) FLAT SEAT",1,16,58,1,1,2,false,false,
328,22212-12-10,"16 BSP 3/4"" (0)(Г) FLAT SEAT",1,16,58,1,1,2,false,false,
329,22642-12-10,"16 BSP 3/4"" (45)(Г)",1,16,58,2,1,2,false,false,
330,22641-12-10T,"16 BSP 3/4"" (45)(Г)",1,16,58,2,1,1,false,false,
331,22642-12-10T,"16 BSP 3/4"" (45)(Г)",1,16,58,2,1,2,false,false,
332,22642-12-10W,"16 BSP 3/4"" (45)(Г)",1,16,58,2,1,2,false,false,
333,22641-12-10W,"16 BSP 3/4"" (45)(Г)",1,16,58,2,1,1,false,false,
334,22641-12-10,"16 BSP 3/4"" (45)(Г)",1,16,58,2,1,1,false,false,
335,22692-12-10,"16 BSP 3/4"" (90)(Г)",1,16,58,3,1,2,false,false,
336,22691-12-10,"16 BSP 3/4"" (90)(Г)",1,16,58,3,1,1,false,false,
337,22692-12-10T,"16 BSP 3/4"" (90)(Г)",1,16,58,3,1,2,false,false,
338,22692-12-10W,"16 BSP 3/4"" (90)(Г)",1,16,58,3,1,2,false,false,
339,22691-12-10W,"16 BSP 3/4"" (90)(Г)",1,16,58,3,1,1,false,false,
340,22691-12-10T,"16 BSP 3/4"" (90)(Г)",1,16,58,3,1,1,false,false,
341,22292-12-10,"16 BSP 3/4"" (90)(Г) FLAT SEAT",1,16,58,3,1,2,false,false,
342,12611-12-10,"16 BSP 3/4"" (Ш) S=27",1,16,58,1,2,1,false,false,27
343,12612-12-10,"16 BSP 3/4"" (Ш) S=27",1,16,58,1,2,2,false,false,27
344,12611A-12-10,"16 BSP 3/4"" (Ш) S=32",1,16,58,1,2,1,true,false,32
345,12612A-12-10,"16 BSP 3/4"" (Ш) S=32",1,16,58,1,2,2,true,false,32
346,12612A-12-10 A,"16 BSP 3/4"" (Ш) S=32",1,16,58,1,2,2,true,false,32
347,12611LA-12-10 L35,"16 BSP 3/4"" (Ш) S=32 (L=35мм) - удлиненная резьба",1,16,58,1,2,1,true,false,32
348,12612LA-12-10 L35,"16 BSP 3/4"" (Ш) S=32 (L=35мм) - удлиненная резьба",1,16,58,1,2,2,true,false,32
349,12612LA-12-10 L35 A,"16 BSP 3/4"" (Ш) S=32 (L=35мм) - удлиненная резьба",1,16,58,1,2,2,true,false,32
350,22611-10-10T,"16 BSP 5/8"" (0)(Г)",1,16,93,1,1,1,false,false,
351,22612-10-10,"16 BSP 5/8"" (0)(Г)",1,16,93,1,1,2,false,false,
352,22611-10-10,"16 BSP 5/8"" (0)(Г)",1,16,93,1,1,1,false,false,
353,22612-10-10T,"16 BSP 5/8"" (0)(Г)",1,16,93,1,1,2,false,false,
354,22612-10-10W,"16 BSP 5/8"" (0)(Г)",1,16,93,1,1,2,false,false,
355,22611-10-10W,"16 BSP 5/8"" (0)(Г)",1,16,93,1,1,1,false,false,
356,22612-10-10OR,"16 BSP 5/8"" (0)(Г) o-ring",1,16,93,1,1,2,false,true,
357,22611-10-10OR,"16 BSP 5/8"" (0)(Г) o-ring",1,16,93,1,1,1,false,true,
358,22642-10-10,"16 BSP 5/8"" (45)(Г)",1,16,93,2,1,2,false,false,
359,22642-10-10T,"16 BSP 5/8"" (45)(Г)",1,16,93,2,1,2,false,false,
360,22642-10-10W,"16 BSP 5/8"" (45)(Г)",1,16,93,2,1,2,false,false,
361,22641-10-10T,"16 BSP 5/8"" (45)(Г)",1,16,93,2,1,1,false,false,
362,22641-10-10W,"16 BSP 5/8"" (45)(Г)",1,16,93,2,1,1,false,false,
363,22641-10-10,"16 BSP 5/8"" (45)(Г)",1,16,93,2,1,1,false,false,
364,22692-10-10,"16 BSP 5/8"" (90)(Г)",1,16,93,3,1,2,false,false,
365,22692-10-10W,"16 BSP 5/8"" (90)(Г)",1,16,93,3,1,2,false,false,
366,22692-10-10T,"16 BSP 5/8"" (90)(Г)",1,16,93,3,1,2,false,false,
367,22691-10-10T,"16 BSP 5/8"" (90)(Г)",1,16,93,3,1,1,false,false,
368,22691-10-10W,"16 BSP 5/8"" (90)(Г)",1,16,93,3,1,1,false,false,
369,22691-10-10,"16 BSP 5/8"" (90)(Г)",1,16,93,3,1,1,false,false,
370,22691K-10-10,"16 BSP 5/8"" (90)(Г) компакт",1,16,93,3,1,1,false,false,
371,12612L-10-10 L35,"16 BSP 5/8"" (Ш) (L=35мм) - удлиненная резьба",1,16,93,1,2,2,false,false,
372,12611L-10-10 L35,"16 BSP 5/8"" (Ш) (L=35мм) - удлиненная резьба",1,16,93,1,2,1,false,false,
373,12611-10-10,"16 BSP 5/8"" (Ш) S=24, 27",1,16,93,1,2,1,false,false,"24, 27"
374,12612-10-10,"16 BSP 5/8"" (Ш) S=24, 27",1,16,93,1,2,2,false,false,"24, 27"
375,12612A-10-10,"16 BSP 5/8"" (Ш) S=30",1,16,93,1,2,2,true,false,30
376,12611A-10-10,"16 BSP 5/8"" (Ш) S=30",1,16,93,1,2,1,true,false,30
377,12612LA-10-10 L30,"16 BSP 5/8"" (Ш) S=30 (L=30мм) - удлиненная резьба",1,16,93,1,2,2,true,false,30
378,12611LA-10-10 L35,"16 BSP 5/8"" (Ш) S=30 (L=35мм) - удлиненная резьба",1,16,93,1,2,1,true,false,30
379,12612LA-10-10 L35,"16 BSP 5/8"" (Ш) S=30 (L=35мм) - удлиненная резьба",1,16,93,1,2,2,true,false,30
380,12612LA-10-10 L35 A,"16 BSP 5/8"" (Ш) S=32 (L=35мм) - удлиненная резьба",1,16,93,1,2,2,true,false,32
381,22611-16-12T,"20 BSP 1"" (0)(Г)",1,20,56,1,1,1,false,false,
382,22612-16-12,"20 BSP 1"" (0)(Г)",1,20,56,1,1,2,false,false,
383,22612-16-12T,"20 BSP 1"" (0)(Г)",1,20,56,1,1,2,false,false,
384,22611-16-12W,"20 BSP 1"" (0)(Г)",1,20,56,1,1,1,false,false,
385,22612-16-12W,"20 BSP 1"" (0)(Г)",1,20,56,1,1,2,false,false,
386,22611-16-12,"20 BSP 1"" (0)(Г)",1,20,56,1,1,1,false,false,
387,22642-16-12T,"20 BSP 1"" (45)(Г)",1,20,56,2,1,2,false,false,
388,22642-16-12,"20 BSP 1"" (45)(Г)",1,20,56,2,1,2,false,false,
389,22642-16-12W,"20 BSP 1"" (45)(Г)",1,20,56,2,1,2,false,false,
390,22641-16-12,"20 BSP 1"" (45)(Г)",1,20,56,2,1,1,false,false,
391,22641-16-12W,"20 BSP 1"" (45)(Г)",1,20,56,2,1,1,false,false,
392,22641-16-12T,"20 BSP 1"" (45)(Г)",1,20,56,2,1,1,false,false,
393,22692-16-12T,"20 BSP 1"" (90)(Г)",1,20,56,3,1,2,false,false,
394,22691-16-12,"20 BSP 1"" (90)(Г)",1,20,56,3,1,1,false,false,
395,22691-16-12T,"20 BSP 1"" (90)(Г)",1,20,56,3,1,1,false,false,
396,22692-16-12W,"20 BSP 1"" (90)(Г)",1,20,56,3,1,2,false,false,
397,22691-16-12W,"20 BSP 1"" (90)(Г)",1,20,56,3,1,1,false,false,
398,22692-16-12,"20 BSP 1"" (90)(Г)",1,20,56,3,1,2,false,false,
399,12612-16-12,"20 BSP 1"" (Ш) S=36",1,20,56,1,2,2,false,false,36
400,12611-16-12,"20 BSP 1"" (Ш) S=36",1,20,56,1,2,1,false,false,36
401,12611A-16-12,"20 BSP 1"" (Ш) S=41",1,20,56,1,2,1,true,false,41
402,12612A-16-12,"20 BSP 1"" (Ш) S=41",1,20,56,1,2,2,true,false,41
403,22612-20-12 A,"20 BSP 1.1/4"" (0)(Г)",1,20,60,1,1,2,false,false,
404,22612-08-12,"20 BSP 1/2"" (0)(Г)",1,20,90,1,1,2,false,false,
405,22611-08-12,"20 BSP 1/2"" (0)(Г)",1,20,90,1,1,1,false,false,
406,22612-08-12T,"20 BSP 1/2"" (0)(Г)",1,20,90,1,1,2,false,false,
407,22612-08-12W,"20 BSP 1/2"" (0)(Г)",1,20,90,1,1,2,false,false,
408,22611-08-12T,"20 BSP 1/2"" (0)(Г)",1,20,90,1,1,1,false,false,
409,22611-08-12W,"20 BSP 1/2"" (0)(Г)",1,20,90,1,1,1,false,false,
410,22642-08-12,"20 BSP 1/2"" (45)(Г)",1,20,90,2,1,2,false,false,
411,22642-08-12T,"20 BSP 1/2"" (45)(Г)",1,20,90,2,1,2,false,false,
412,22642-08-12W,"20 BSP 1/2"" (45)(Г)",1,20,90,2,1,2,false,false,
413,22641-08-12,"20 BSP 1/2"" (45)(Г)",1,20,90,2,1,1,false,false,
414,22641-08-12T,"20 BSP 1/2"" (45)(Г)",1,20,90,2,1,1,false,false,
415,22641-08-12W,"20 BSP 1/2"" (45)(Г)",1,20,90,2,1,1,false,false,
416,22692-08-12,"20 BSP 1/2"" (90)(Г)",1,20,90,3,1,2,false,false,
417,22691-08-12,"20 BSP 1/2"" (90)(Г)",1,20,90,3,1,1,false,false,
418,22692-08-12T,"20 BSP 1/2"" (90)(Г)",1,20,90,3,1,2,false,false,
419,22692-08-12W,"20 BSP 1/2"" (90)(Г)",1,20,90,3,1,2,false,false,
420,22691-08-12T,"20 BSP 1/2"" (90)(Г)",1,20,90,3,1,1,false,false,
421,22691-08-12W,"20 BSP 1/2"" (90)(Г)",1,20,90,3,1,1,false,false,
422,12612A-08-12 S27,"20 BSP 1/2"" (Ш) S=27",1,20,90,1,2,2,true,false,27
423,12611A-08-12 S27,"20 BSP 1/2"" (Ш) S=27",1,20,90,1,2,1,true,false,27
424,12612A-08-12 S30,"20 BSP 1/2"" (Ш) S=30",1,20,90,1,2,2,true,false,30
425,12611A-08-12 S30,"20 BSP 1/2"" (Ш) S=30",1,20,90,1,2,1,true,false,30
426,22611-12-12W,"20 BSP 3/4"" (0)(Г)",1,20,58,1,1,1,false,false,
427,22612-12-12T,"20 BSP 3/4"" (0)(Г)",1,20,58,1,1,2,false,false,
428,22612-12-12W,"20 BSP 3/4"" (0)(Г)",1,20,58,1,1,2,false,false,
429,22611-12-12T,"20 BSP 3/4"" (0)(Г)",1,20,58,1,1,1,false,false,
430,22611-12-12,"20 BSP 3/4"" (0)(Г)",1,20,58,1,1,1,false,false,
431,22612-12-12,"20 BSP 3/4"" (0)(Г)",1,20,58,1,1,2,false,false,
432,22212-12-12T,"20 BSP 3/4"" (0)(Г) FLAT SEAT",1,20,58,1,1,2,false,false,
433,22212-12-12,"20 BSP 3/4"" (0)(Г) FLAT SEAT ",1,20,58,1,1,2,false,false,
434,22211-12-12,"20 BSP 3/4"" (0)(Г) FLAT SEAT",1,20,58,1,1,1,false,false,
435,22613-12-12,"20 BSP 3/4"" (0)(Г) Interlock",1,20,58,1,1,3,false,false,
436,22613-12-12 CS,"20 BSP 3/4"" (0)(Г) interlock CS",1,20,58,1,1,3,false,false,
437,22612D-12-12 A,"20 BSP 3/4"" (0)(Г) с контргайкой",1,20,58,1,1,2,false,false,
438,22642-12-12,"20 BSP 3/4"" (45)(Г)",1,20,58,2,1,2,false,false,
439,22642-12-12T,"20 BSP 3/4"" (45)(Г)",1,20,58,2,1,2,false,false,
440,22642-12-12W,"20 BSP 3/4"" (45)(Г)",1,20,58,2,1,2,false,false,
441,22641-12-12T,"20 BSP 3/4"" (45)(Г)",1,20,58,2,1,1,false,false,
442,22641-12-12W,"20 BSP 3/4"" (45)(Г)",1,20,58,2,1,1,false,false,
443,22641-12-12,"20 BSP 3/4"" (45)(Г)",1,20,58,2,1,1,false,false,
444,22691-12-12,"20 BSP 3/4"" (90)(Г)",1,20,58,3,1,1,false,false,
445,22691-12-12T,"20 BSP 3/4"" (90)(Г)",1,20,58,3,1,1,false,false,
446,22691-12-12W,"20 BSP 3/4"" (90)(Г)",1,20,58,3,1,1,false,false,
447,22692-12-12T,"20 BSP 3/4"" (90)(Г)",1,20,58,3,1,2,false,false,
448,22692-12-12W,"20 BSP 3/4"" (90)(Г)",1,20,58,3,1,2,false,false,
449,22692-12-12,"20 BSP 3/4"" (90)(Г)",1,20,58,3,1,2,false,false,
450,22292-12-12,"20 BSP 3/4"" (90)(Г) FLAT SEAT",1,20,58,3,1,2,false,false,
451,22693-12-12,"20 BSP 3/4"" (90)(Г) Interlock",1,20,58,3,1,3,false,false,
452,22692K-12-12,"20 BSP 3/4"" (90)(Г) компакт",1,20,58,3,1,2,false,false,
453,22691K-12-12,"20 BSP 3/4"" (90)(Г) компакт",1,20,58,3,1,1,false,false,
454,12612L-12-12 L35,"20 BSP 3/4"" (Ш) (L=35мм) - удлиненная резьба",1,20,58,1,2,2,false,false,
455,12611L-12-12 L35,"20 BSP 3/4"" (Ш) (L=35мм) - удлиненная резьба",1,20,58,1,2,1,false,false,
456,12612L-12-12 L35 A,"20 BSP 3/4"" (Ш) (L=35мм) - удлиненная резьба",1,20,58,1,2,2,false,false,
457,12612L-12-12 L42,"20 BSP 3/4"" (Ш) (L=42мм) - удлиненная резьба",1,20,58,1,2,2,false,false,
458,12611L-12-12 L42,"20 BSP 3/4"" (Ш) (L=42мм) - удлиненная резьба",1,20,58,1,2,1,false,false,
459,12612-12-12,"20 BSP 3/4"" (Ш) S=27",1,20,58,1,2,2,false,false,27
460,12611-12-12,"20 BSP 3/4"" (Ш) S=27",1,20,58,1,2,1,false,false,27
461,12612A-12-12,"20 BSP 3/4"" (Ш) S=32",1,20,58,1,2,2,true,false,32
462,12611A-12-12,"20 BSP 3/4"" (Ш) S=32",1,20,58,1,2,1,true,false,32
463,12612A-12-12 A,"20 BSP 3/4"" (Ш) S=32",1,20,58,1,2,2,true,false,32
464,12612LA-12-12 L35,"20 BSP 3/4"" (Ш) S=32 (L=35мм) - удлиненная резьба",1,20,58,1,2,2,true,false,32
465,12611LA-12-12 L35,"20 BSP 3/4"" (Ш) S=32 (L=35мм) - удлиненная резьба",1,20,58,1,2,1,true,false,32
466,12612LA-12-12 L35 A,"20 BSP 3/4"" (Ш) S=32 (L=35мм) - удлиненная резьба",1,20,58,1,2,2,true,false,32
467,12611LA-12-12 L35 A,"20 BSP 3/4"" (Ш) S=32 (L=35мм) удлиненная резьба",1,20,58,1,2,1,true,false,32
468,22611-10-12,"20 BSP 5/8"" (0)(Г)",1,20,93,1,1,1,false,false,
469,22612-10-12,"20 BSP 5/8"" (0)(Г)",1,20,93,1,1,2,false,false,
470,22611-10-12T,"20 BSP 5/8"" (0)(Г)",1,20,93,1,1,1,false,false,
471,22611-10-12W,"20 BSP 5/8"" (0)(Г)",1,20,93,1,1,1,false,false,
472,22612-10-12T,"20 BSP 5/8"" (0)(Г)",1,20,93,1,1,2,false,false,
473,22612-10-12W,"20 BSP 5/8"" (0)(Г)",1,20,93,1,1,2,false,false,
474,22641-10-12,"20 BSP 5/8"" (45)(Г)",1,20,93,2,1,1,false,false,
475,22641-10-12T,"20 BSP 5/8"" (45)(Г)",1,20,93,2,1,1,false,false,
476,22641-10-12W,"20 BSP 5/8"" (45)(Г)",1,20,93,2,1,1,false,false,
477,22642-10-12,"20 BSP 5/8"" (45)(Г)",1,20,93,2,1,2,false,false,
478,22642-10-12T,"20 BSP 5/8"" (45)(Г)",1,20,93,2,1,2,false,false,
479,22642-10-12W,"20 BSP 5/8"" (45)(Г)",1,20,93,2,1,2,false,false,
480,22691-10-12,"20 BSP 5/8"" (90)(Г)",1,20,93,3,1,1,false,false,
481,22691-10-12T,"20 BSP 5/8"" (90)(Г)",1,20,93,3,1,1,false,false,
482,22691-10-12W,"20 BSP 5/8"" (90)(Г)",1,20,93,3,1,1,false,false,
483,22692-10-12,"20 BSP 5/8"" (90)(Г)",1,20,93,3,1,2,false,false,
484,22692-10-12T,"20 BSP 5/8"" (90)(Г)",1,20,93,3,1,2,false,false,
485,22692-10-12W,"20 BSP 5/8"" (90)(Г)",1,20,93,3,1,2,false,false,
486,12611A-10-12,"20 BSP 5/8"" (Ш) S=30",1,20,93,1,2,1,true,false,30
487,12612A-10-12,"20 BSP 5/8"" (Ш) S=30",1,20,93,1,2,2,true,false,30
488,22612-16-16W,"25 BSP 1"" (0)(Г)",1,25,56,1,1,2,false,false,
489,22611-16-16,"25 BSP 1"" (0)(Г)",1,25,56,1,1,1,false,false,
490,22611-16-16W,"25 BSP 1"" (0)(Г)",1,25,56,1,1,1,false,false,
491,22612-16-16,"25 BSP 1"" (0)(Г)",1,25,56,1,1,2,false,false,
492,22212-16-16,"25 BSP 1"" (0)(Г) FLAT SEAT",1,25,56,1,1,2,false,false,
493,22613-16-16,"25 BSP 1"" (0)(Г) Interlock",1,25,56,1,1,3,false,false,
494,22613-16-16 CS,"25 BSP 1"" (0)(Г) interlock CS",1,25,56,1,1,3,false,false,
495,22612-16-16WOR,"25 BSP 1"" (0)(Г) o-ring",1,25,56,1,1,2,false,true,
496,22642-16-16,"25 BSP 1"" (45)(Г)",1,25,56,2,1,2,false,false,
497,22642-16-16W,"25 BSP 1"" (45)(Г)",1,25,56,2,1,2,false,false,
498,22641-16-16W,"25 BSP 1"" (45)(Г)",1,25,56,2,1,1,false,false,
499,22641-16-16,"25 BSP 1"" (45)(Г)",1,25,56,2,1,1,false,false,
500,22692-16-16W,"25 BSP 1"" (90)(Г)",1,25,56,3,1,2,false,false,
501,22691-16-16,"25 BSP 1"" (90)(Г)",1,25,56,3,1,1,false,false,
502,22691-16-16W,"25 BSP 1"" (90)(Г)",1,25,56,3,1,1,false,false,
503,22692-16-16,"25 BSP 1"" (90)(Г)",1,25,56,3,1,2,false,false,
504,22693-16-16,"25 BSP 1"" (90)(Г) Interlock",1,25,56,3,1,3,false,false,
505,22693-16-16 CS,"25 BSP 1"" (90)(Г) interlock CS",1,25,56,3,1,3,false,false,
506,22691K-16-16,"25 BSP 1"" (90)(Г) компакт",1,25,56,3,1,1,false,false,
507,22692K-16-16,"25 BSP 1"" (90)(Г) компакт",1,25,56,3,1,2,false,false,
508,12611-16-16,"25 BSP 1"" (Ш) S=36",1,25,56,1,2,1,false,false,36
509,12612-16-16,"25 BSP 1"" (Ш) S=36",1,25,56,1,2,2,false,false,36
510,12612A-16-16,"25 BSP 1"" (Ш) S=41",1,25,56,1,2,2,true,false,41
511,12611A-16-16,"25 BSP 1"" (Ш) S=41",1,25,56,1,2,1,true,false,41
512,12612A-16-16 A,"25 BSP 1"" (Ш) S=41",1,25,56,1,2,2,true,false,41
513,12611LA-16-16 L35,"25 BSP 1"" (Ш) S=41 (L=35мм) - удлиненная резьба",1,25,56,1,2,1,true,false,41
514,12612LA-16-16 L35,"25 BSP 1"" (Ш) S=41 (L=35мм) - удлиненная резьба",1,25,56,1,2,2,true,false,41
515,12612LA-16-16 L35 A,"25 BSP 1"" (Ш) S=41 (L=35мм) - удлиненная резьба",1,25,56,1,2,2,true,false,41
516,12612LA-16-16 L35 A,"25 BSP 1"" (Ш) S=41 (L=35мм) - удлиненная резьба - копия",1,25,56,1,2,2,true,false,41
517,22611-20-16,"25 BSP 1.1/4"" (0)(Г)",1,25,60,1,1,1,false,false,
518,22611-20-16T,"25 BSP 1.1/4"" (0)(Г)",1,25,60,1,1,1,false,false,
519,22612-20-16,"25 BSP 1.1/4"" (0)(Г)",1,25,60,1,1,2,false,false,
520,22611-20-16W,"25 BSP 1.1/4"" (0)(Г)",1,25,60,1,1,1,false,false,
521,22612-20-16W,"25 BSP 1.1/4"" (0)(Г)",1,25,60,1,1,2,false,false,
522,22612-20-16T,"25 BSP 1.1/4"" (0)(Г)",1,25,60,1,1,2,false,false,
523,22613-20-16W,"25 BSP 1.1/4"" (0)(Г) Interlock",1,25,60,1,1,3,false,false,
524,22642-20-16T,"25 BSP 1.1/4"" (45)(Г)",1,25,60,2,1,2,false,false,
525,22642-20-16,"25 BSP 1.1/4"" (45)(Г)",1,25,60,2,1,2,false,false,
526,22642-20-16W,"25 BSP 1.1/4"" (45)(Г)",1,25,60,2,1,2,false,false,
527,22641-20-16,"25 BSP 1.1/4"" (45)(Г)",1,25,60,2,1,1,false,false,
528,22641-20-16W,"25 BSP 1.1/4"" (45)(Г)",1,25,60,2,1,1,false,false,
529,22641-20-16T,"25 BSP 1.1/4"" (45)(Г)",1,25,60,2,1,1,false,false,
530,22692-20-16T,"25 BSP 1.1/4"" (90)(Г)",1,25,60,3,1,2,false,false,
531,22691-20-16,"25 BSP 1.1/4"" (90)(Г)",1,25,60,3,1,1,false,false,
532,22692-20-16,"25 BSP 1.1/4"" (90)(Г)",1,25,60,3,1,2,false,false,
533,22692-20-16W,"25 BSP 1.1/4"" (90)(Г)",1,25,60,3,1,2,false,false,
534,22691-20-16W,"25 BSP 1.1/4"" (90)(Г)",1,25,60,3,1,1,false,false,
535,22691-20-16T,"25 BSP 1.1/4"" (90)(Г)",1,25,60,3,1,1,false,false,
536,12612-20-16,"25 BSP 1.1/4"" (Ш) S=45",1,25,60,1,2,2,false,false,45
537,12611-20-16,"25 BSP 1.1/4"" (Ш) S=45",1,25,60,1,2,1,false,false,45
538,12612A-20-16,"25 BSP 1.1/4"" (Ш) S=50",1,25,60,1,2,2,true,false,50
539,12611A-20-16,"25 BSP 1.1/4"" (Ш) S=50",1,25,60,1,2,1,true,false,50
540,22612-12-16,"25 BSP 3/4"" (0)(Г)",1,25,58,1,1,2,false,false,
541,22612-12-16W,"25 BSP 3/4"" (0)(Г)",1,25,58,1,1,2,false,false,
542,22611-12-16,"25 BSP 3/4"" (0)(Г)",1,25,58,1,1,1,false,false,
543,22611-12-16W,"25 BSP 3/4"" (0)(Г)",1,25,58,1,1,1,false,false,
544,22612-12-16T,"25 BSP 3/4"" (0)(Г)",1,25,58,1,1,2,false,false,
545,22611-12-16T,"25 BSP 3/4"" (0)(Г)",1,25,58,1,1,1,false,false,
546,22642-12-16,"25 BSP 3/4"" (45)(Г)",1,25,58,2,1,2,false,false,
547,22642-12-16W,"25 BSP 3/4"" (45)(Г)",1,25,58,2,1,2,false,false,
548,22641-12-16,"25 BSP 3/4"" (45)(Г)",1,25,58,2,1,1,false,false,
549,22641-12-16W,"25 BSP 3/4"" (45)(Г)",1,25,58,2,1,1,false,false,
550,22642-12-16T,"25 BSP 3/4"" (45)(Г)",1,25,58,2,1,2,false,false,
551,22692-12-16,"25 BSP 3/4"" (90)(Г)",1,25,58,3,1,2,false,false,
552,22692-12-16W,"25 BSP 3/4"" (90)(Г)",1,25,58,3,1,2,false,false,
553,22691-12-16,"25 BSP 3/4"" (90)(Г)",1,25,58,3,1,1,false,false,
554,22692-12-16T,"25 BSP 3/4"" (90)(Г)",1,25,58,3,1,2,false,false,
555,22691-12-16T,"25 BSP 3/4"" (90)(Г)",1,25,58,3,1,1,false,false,
556,22691-12-16W,"25 BSP 3/4"" (90)(Г)",1,25,58,3,1,1,false,false,
557,12611A-12-16,"25 BSP 3/4"" (Ш) S=32",1,25,58,1,2,1,true,false,32
558,12612A-12-16,"25 BSP 3/4"" (Ш) S=32",1,25,58,1,2,2,true,false,32
559,12612A-12-16 A,"25 BSP 3/4"" (Ш) S=36",1,25,58,1,2,2,true,false,36
560,12612A-12-16,"25 BSP 3/4"" (Ш) S=36",1,25,58,1,2,2,true,false,36
561,22611-16-20,"32 BSP 1"" (0)(Г)",1,32,56,1,1,1,false,false,
562,22691-16-20,"32 BSP 1"" (90)(Г)",1,32,56,3,1,1,false,false,
563,22692-16-20,"32 BSP 1"" (90)(Г)",1,32,56,3,1,2,false,false,
564,12611-16-20,"32 BSP 1"" (Ш)",1,32,56,1,2,1,false,false,
565,12611-16-20 A,"32 BSP 1"" (Ш)",1,32,56,1,2,1,false,false,
566,22612-24-20T,"32 BSP 1.1/2"" (0)(Г)",1,32,61,1,1,2,false,false,
567,22611-24-20T,"32 BSP 1.1/2"" (0)(Г)",1,32,61,1,1,1,false,false,
568,22611-24-20,"32 BSP 1.1/2"" (0)(Г)",1,32,61,1,1,1,false,false,
569,22612-24-20W,"32 BSP 1.1/2"" (0)(Г)",1,32,61,1,1,2,false,false,
570,22611-24-20W,"32 BSP 1.1/2"" (0)(Г)",1,32,61,1,1,1,false,false,
571,22612-24-20,"32 BSP 1.1/2"" (0)(Г)",1,32,61,1,1,2,false,false,
