id,article,name,standard,dy,thread,angle,armature,seria,usit,o_ring,s_key
2434,20412-45-12T,20 DKОL 45х2 (35) (0)(Г),4,20,25,1,1,2,false,false,
2435,20412-45-16,25 DKOL 45х2 (35) (0)(Г),4,25,25,1,1,2,false,false,
2436,20412-45-16T,25 DKOL 45х2 (35) (0)(Г),4,25,25,1,1,2,false,false,
2437,20412-45-20,32 DKOL 45х2 (35) (0)(Г),4,32,25,1,1,2,false,false,
2438,20412-45-20T,32 DKOL 45х2 (35) (0)(Г),4,32,25,1,1,2,false,false,
2439,20412-45-24,38 DKOL 45х2 (35) (0)(Г),4,38,25,1,1,2,false,false,
2440,20412-45-24T,38 DKOL 45х2 (35) (0)(Г),4,38,25,1,1,2,false,false,
2441,20412-52-20,32 DKOL 52х2 (42) (0)(Г),4,32,24,1,1,2,false,false,
2442,20412-52-20T,32 DKOL 52х2 (42) (0)(Г),4,32,24,1,1,2,false,false,
2443,20412-52-24,38 DKOL 52х2 (42) (0)(Г),4,38,24,1,1,2,false,false,
2444,20412-52-24T,38 DKOL 52х2 (42) (0)(Г),4,38,24,1,1,2,false,false,
2445,20441-10-03,05 DKOL 10х1 (6) (45)(Г),4,5,1,2,1,1,false,false,
2446,20441-10-03T,05 DKOL 10х1 (6) (45)(Г),4,5,1,2,1,1,false,false,
2447,20441-12-02DT,"04 DKOL 12х1,5 (6) (45)(Г)",4,4,3,2,1,1,false,false,
2448,20441-12-03D,"05 DKOL 12х1,5 (6) (45)(Г)",4,5,3,2,1,1,false,false,
2449,20441-12-03DT,"05 DKOL 12х1,5 (6) (45)(Г)",4,5,3,2,1,1,false,false,
2450,20441-12-04D,"06 DKOL 12х1,5 (6) (45)(Г)",4,6,3,2,1,1,false,false,
2451,20441-12-04DT,"06 DKOL 12х1,5 (6) (45)(Г)",4,6,3,2,1,1,false,false,
2452,20441-12(1.25)-04 A,"06 DKOL 12х1,25 (6) (45)(Г)",4,6,34,2,1,1,false,false,
2453,20441-14-04D,"06 DKОL 14х1,5 (8) (45)(Г)",4,6,4,2,1,1,false,false,
2454,20441-14-04DT,"06 DKОL 14х1,5 (8) (45)(Г)",4,6,4,2,1,1,false,false,
2455,20441-14-05D,"08 DKОL 14х1,5 (8) (45)(Г)",4,8,4,2,1,1,false,false,
2456,20441-14-05DT,"08 DKОL 14х1,5 (8) (45)(Г)",4,8,4,2,1,1,false,false,
2457,20441-14-06D,"10 DKOL 14х1,5 (8) (45)(Г)",4,10,4,2,1,1,false,false,
2458,20441-14-06DT,"10 DKOL 14х1,5 (8) (45)(Г)",4,10,4,2,1,1,false,false,
2459,20441-16-04D,"06 DKОL 16х1,5 (10) (45)(Г)",4,6,6,2,1,1,false,false,
2460,20441-16-04DT,"06 DKОL 16х1,5 (10) (45)(Г)",4,6,6,2,1,1,false,false,
2461,20441-16-05D,"08 DKОL 16х1,5 (10) (45)(Г)",4,8,6,2,1,1,false,false,
2462,20441-16-05DT,"08 DKОL 16х1,5 (10) (45)(Г)",4,8,6,2,1,1,false,false,
2463,20441-16-06D,"10 DKOL 16х1,5 (10) (45)(Г)",4,10,6,2,1,1,false,false,
2464,20441-16-06DT,"10 DKOL 16х1,5 (10) (45)(Г)",4,10,6,2,1,1,false,false,
2465,20441-16-08D,"12 DKOL 16х1,5 (10) (45)(Г)",4,12,6,2,1,1,false,false,
2466,20441-16-08DT,"12 DKOL 16х1,5 (10) (45)(Г)",4,12,6,2,1,1,false,false,
2467,20441-18-04,"06 DKОL 18х1,5 (12) (45)(Г)",4,6,7,2,1,1,false,false,
2468,20441-18-04T,"06 DKОL 18х1,5 (12) (45)(Г)",4,6,7,2,1,1,false,false,
2469,20441-18-05,"08 DKОL 18х1,5 (12) (45)(Г)",4,8,7,2,1,1,false,false,
2470,20441-18-05T,"08 DKОL 18х1,5 (12) (45)(Г)",4,8,7,2,1,1,false,false,
2471,20441-18-06,"10 DKOL 18х1,5 (12) (45)(Г)",4,10,7,2,1,1,false,false,
2472,20441-18-06T,"10 DKOL 18х1,5 (12) (45)(Г)",4,10,7,2,1,1,false,false,
2473,20441-18-08,"12 DKOL 18х1,5 (12) (45)(Г)",4,12,7,2,1,1,false,false,
2474,20441-18-08T,"12 DKOL 18х1,5 (12) (45)(Г)",4,12,7,2,1,1,false,false,
2475,20441-20-04,"06 DKОL 20х1,5 (14) (45)(Г)",4,6,8,2,1,1,false,false,
2476,20441-20-04T,"06 DKОL 20х1,5 (14) (45)(Г)",4,6,8,2,1,1,false,false,
2477,20441-20-05,"08 DKОL 20х1,5 (14) (45)(Г)",4,8,8,2,1,1,false,false,
2478,20441-20-05T,"08 DKОL 20х1,5 (14) (45)(Г)",4,8,8,2,1,1,false,false,
2479,20441-20-06,"10 DKOL 20х1,5 (14) (45)(Г)",4,10,8,2,1,1,false,false,
2480,20441-20-06T,"10 DKOL 20х1,5 (14) (45)(Г)",4,10,8,2,1,1,false,false,
2481,20441-20-08,"12 DKOL 20х1,5 (14) (45)(Г)",4,12,8,2,1,1,false,false,
2482,20441-20-08T,"12 DKOL 20х1,5 (14) (45)(Г)",4,12,8,2,1,1,false,false,
2483,20441-22-04,"06 DKОL 22х1,5 (15) (45)(Г)",4,6,9,2,1,1,false,false,
2484,20441-22-04T,"06 DKОL 22х1,5 (15) (45)(Г)",4,6,9,2,1,1,false,false,
2485,20441-22-05,"08 DKОL 22х1,5 (15) (45)(Г)",4,8,9,2,1,1,false,false,
2486,20441-22-05T,"08 DKОL 22х1,5 (15) (45)(Г)",4,8,9,2,1,1,false,false,
2487,20441-22-06,"10 DKOL 22х1,5 (15) (45)(Г)",4,10,9,2,1,1,false,false,
2488,20441-22-06T,"10 DKOL 22х1,5 (15) (45)(Г)",4,10,9,2,1,1,false,false,
2489,20441-22-08,"12 DKOL 22х1,5 (15) (45)(Г)",4,12,9,2,1,1,false,false,
2490,20441-22-08T,"12 DKOL 22х1,5 (15) (45)(Г)",4,12,9,2,1,1,false,false,
2491,20441-22-10,"16 DKOL 22х1,5 (15) (45)(Г)",4,16,9,2,1,1,false,false,
2492,20441-22-10T,"16 DKOL 22х1,5 (15) (45)(Г)",4,16,9,2,1,1,false,false,
2493,20441-24-08,"12 DKOL 24х1,5 (18) (45)(Г)",4,12,10,2,1,1,false,false,
2494,20441-24-08T,"12 DKOL 24х1,5 (18) (45)(Г)",4,12,10,2,1,1,false,false,
2495,20441-26-08D,"12 DKОL 26х1,5 (18) (45)(Г)",4,12,11,2,1,1,false,false,
2496,20441-26-08DT,"12 DKОL 26х1,5 (18) (45)(Г)",4,12,11,2,1,1,false,false,
2497,20441-26-10D,"16 DKOL 26х1,5 (18) (45)(Г)",4,16,11,2,1,1,false,false,
2498,20441-26-10DT,"16 DKOL 26х1,5 (18) (45)(Г)",4,16,11,2,1,1,false,false,
2499,20441-26-12D,"20 DKOL 26х1,5 (18) (45)(Г)",4,20,11,2,1,1,false,false,
2500,20441-26-12DT,"20 DKOL 26х1,5 (18) (45)(Г)",4,20,11,2,1,1,false,false,
2501,20441-27-08DT,"12 DKOL 27х1,5 (18) (45)(Г)",4,12,12,2,1,1,false,false,
2502,20441-27-10,16 DKOL 27х2 (18) (45)(Г),4,16,27,2,1,1,false,false,
2503,20441-27-10D,"16 DKOL 27х1,5 (18) (45)(Г)",4,16,12,2,1,1,false,false,
2504,20441-27-10DT,"16 DKOL 27х1,5 (18) (45)(Г)",4,16,12,2,1,1,false,false,
2505,20441-27-10T,16 DKOL 27х2 (18) (45)(Г),4,16,27,2,1,1,false,false,
2506,20441-30-10,16 DKOL 30х2 (22) (45)(Г),4,16,14,2,1,1,false,false,
2507,20441-30-10D,"16 DKOL 30х1,5 (22) (45)(Г)",4,16,13,2,1,1,false,false,
2508,20441-30-10DT,"16 DKOL 30х1,5 (22) (45)(Г)",4,16,13,2,1,1,false,false,
2509,20441-30-10T,16 DKOL 30х2 (22) (45)(Г),4,16,14,2,1,1,false,false,
2510,20441-30-12,20 DKOL 30х2 (22) (45)(Г),4,20,14,2,1,1,false,false,
2511,20441-30-12D,"20 DKOL 30х1,5 (22) (45)(Г)",4,20,13,2,1,1,false,false,
2512,20441-30-12DT,"20 DKOL 30х1,5 (22) (45)(Г)",4,20,13,2,1,1,false,false,
2513,20441-30-12T,20 DKOL 30х2 (22) (45)(Г),4,20,14,2,1,1,false,false,
2514,20441-30-16,25 DKOL 30х2 (22) (45)(Г),4,25,14,2,1,1,false,false,
2515,20441-30-16T,25 DKOL 30х2 (22) (45)(Г),4,25,14,2,1,1,false,false,
2516,20441-33-12,20 DKOL 33х2 (25) (45)(Г),4,20,16,2,1,1,false,false,
2517,20441-33-12T,20 DKOL 33х2 (25) (45)(Г),4,20,16,2,1,1,false,false,
2518,20441-33-16,25 DKOL 33х2 (25) (45)(Г),4,25,16,2,1,1,false,false,
2519,20441-33-16T,25 DKOL 33х2 (25) (45)(Г),4,25,16,2,1,1,false,false,
2520,20441-36-10,16 DKOL 36х2 (28) (45)(Г),4,16,23,2,1,1,false,false,
2521,20441-36-10T,16 DKOL 36х2 (28) (45)(Г),4,16,23,2,1,1,false,false,
2522,20441-36-12,20 DKОL 36х2 (28) (45)(Г),4,20,23,2,1,1,false,false,
2523,20441-36-12D,"20 DKОL 36х1,5 (28) (45)(Г)",4,20,17,2,1,1,false,false,
2524,20441-36-12DT,"20 DKОL 36х1,5 (28) (45)(Г)",4,20,17,2,1,1,false,false,
2525,20441-36-12T,20 DKОL 36х2 (28) (45)(Г),4,20,23,2,1,1,false,false,
2526,20441-36-16,25 DKOL 36х2 (28) (45)(Г),4,25,23,2,1,1,false,false,
2527,20441-36-16D,25 DKOL 36х1.5 (28) (45)(Г),4,25,17,2,1,1,false,false,
2528,20441-36-16DT,25 DKOL 36х1.5 (28) (45)(Г),4,25,17,2,1,1,false,false,
2529,20441-36-16T,25 DKOL 36х2 (28) (45)(Г),4,25,23,2,1,1,false,false,
2530,20441-39-16,25 DKOL 39х2 (30) (45)(Г),4,25,29,2,1,1,false,false,
2531,20441-39-16T,25 DKOL 39х2 (30) (45)(Г),4,25,29,2,1,1,false,false,
2532,20441-42-16,25 DKOL 42х2 (33) (45)(Г),4,25,22,2,1,1,false,false,
2533,20441-42-16T,25 DKOL 42х2 (33) (45)(Г),4,25,22,2,1,1,false,false,
2534,20441-42-20,32 DKOL 42х2 (33) (45)(Г),4,32,22,2,1,1,false,false,
2535,20441-42-20T,32 DKOL 42х2 (33) (45)(Г),4,32,22,2,1,1,false,false,
2536,20441-45-12,20 DKОL 45х2 (35) (45)(Г),4,20,25,2,1,1,false,false,
2537,20441-45-12T,20 DKОL 45х2 (35) (45)(Г),4,20,25,2,1,1,false,false,
2538,20441-45-16,25 DKOL 45х2 (35) (45)(Г),4,25,25,2,1,1,false,false,
2539,20441-45-16T,25 DKOL 45х2 (35) (45)(Г),4,25,25,2,1,1,false,false,
2540,20441-45-20,32 DKOL 45х2 (35) (45)(Г),4,32,25,2,1,1,false,false,
2541,20441-45-20T,32 DKOL 45х2 (35) (45)(Г),4,32,25,2,1,1,false,false,
2542,20441-45-24,38 DKOL 45х2 (35) (45)(Г),4,38,25,2,1,1,false,false,
2543,20441-45-24T,38 DKOL 45х2 (35) (45)(Г),4,38,25,2,1,1,false,false,
2544,20441-52-20,32 DKOL 52х2 (42) (45)(Г),4,32,24,2,1,1,false,false,
2545,20441-52-20T,32 DKOL 52х2 (42) (45)(Г),4,32,24,2,1,1,false,false,
2546,20441-52-24,38 DKOL 52х2 (42) (45)(Г),4,38,24,2,1,1,false,false,
2547,20441-52-24T,38 DKOL 52х2 (42) (45)(Г),4,38,24,2,1,1,false,false,
2548,20442-16-08D,"12 DKOL 16х1,5 (10) (45)(Г) ",4,12,6,2,1,2,false,false,
2549,20442-18-08,"12 DKOL 18х1,5 (12) (45)(Г)",4,12,7,2,1,2,false,false,
2550,20442-18-08T,"12 DKOL 18х1,5 (12) (45)(Г)",4,12,7,2,1,2,false,false,
2551,20442-20-08,"12 DKOL 20х1,5 (14) (45)(Г)",4,12,8,2,1,2,false,false,
2552,20442-20-08T,"12 DKOL 20х1,5 (14) (45)(Г)",4,12,8,2,1,2,false,false,
2553,20442-22-08,"12 DKOL 22х1,5 (15) (45)(Г)",4,12,9,2,1,2,false,false,
2554,20442-22-08T,"12 DKOL 22х1,5 (15) (45)(Г)",4,12,9,2,1,2,false,false,
2555,20442-22-10,"16 DKOL 22х1,5 (15) (45)(Г)",4,16,9,2,1,2,false,false,
2556,20442-22-10T,"16 DKOL 22х1,5 (15) (45)(Г)",4,16,9,2,1,2,false,false,
2557,20442-24-08,"12 DKOL 24х1,5 (18) (45)(Г)",4,12,10,2,1,2,false,false,
2558,20442-24-08T,"12 DKOL 24х1,5 (18) (45)(Г)",4,12,10,2,1,2,false,false,
2559,20442-26-08D,"12 DKОL 26х1,5 (18) (45)(Г)",4,12,11,2,1,2,false,false,
2560,20442-26-08DT,"12 DKОL 26х1,5 (18) (45)(Г)",4,12,11,2,1,2,false,false,
2561,20442-26-10D,"16 DKOL 26х1,5 (18) (45)(Г)",4,16,11,2,1,2,false,false,
2562,20442-26-10DT,"16 DKOL 26х1,5 (18) (45)(Г)",4,16,11,2,1,2,false,false,
2563,20442-26-12D,"20 DKOL 26х1,5 (18) (45)(Г)",4,20,11,2,1,2,false,false,
2564,20442-26-12DT,"20 DKOL 26х1,5 (18) (45)(Г)",4,20,11,2,1,2,false,false,
2565,20442-27-08DT,"12 DKOL 27х1,5 (18) (45)(Г)",4,12,12,2,1,2,false,false,
2566,20442-27-10,16 DKOL 27х2 (18) (45)(Г),4,16,27,2,1,2,false,false,
2567,20442-27-10D,"16 DKOL 27х1,5 (18) (45)(Г)",4,16,12,2,1,2,false,false,
2568,20442-27-10DT,"16 DKOL 27х1,5 (18) (45)(Г)",4,16,12,2,1,2,false,false,
2569,20442-27-10T,16 DKOL 27х2 (18) (45)(Г),4,16,27,2,1,2,false,false,
2570,20442-30-10,16 DKOL 30х2 (22) (45)(Г),4,16,14,2,1,2,false,false,
2571,20442-30-10D,"16 DKOL 30х1,5 (22) (45)(Г)",4,16,13,2,1,2,false,false,
2572,20442-30-10DT,"16 DKOL 30х1,5 (22) (45)(Г)",4,16,13,2,1,2,false,false,
2573,20442-30-10T,16 DKOL 30х2 (22) (45)(Г),4,16,14,2,1,2,false,false,
2574,20442-30-12,20 DKOL 30х2 (22) (45)(Г),4,20,14,2,1,2,false,false,
2575,20442-30-12D,"20 DKOL 30х1,5 (22) (45)(Г)",4,20,13,2,1,2,false,false,
2576,20442-30-12DT,"20 DKOL 30х1,5 (22) (45)(Г)",4,20,13,2,1,2,false,false,
2577,20442-30-12T,20 DKOL 30х2 (22) (45)(Г),4,20,14,2,1,2,false,false,
2578,20442-30-16,25 DKOL 30х2 (22) (45)(Г),4,25,14,2,1,2,false,false,
2579,20442-30-16T,25 DKOL 30х2 (22) (45)(Г),4,25,14,2,1,2,false,false,
2580,20442-33-12,20 DKOL 33х2 (25) (45)(Г),4,20,16,2,1,2,false,false,
2581,20442-33-12T,20 DKOL 33х2 (25) (45)(Г),4,20,16,2,1,2,false,false,
2582,20442-33-16,25 DKOL 33х2 (25) (45)(Г),4,25,16,2,1,2,false,false,
2583,20442-33-16T,25 DKOL 33х2 (25) (45)(Г),4,25,16,2,1,2,false,false,
2584,20442-36-10,16 DKOL 36х2 (28) (45)(Г),4,16,23,2,1,2,false,false,
2585,20442-36-10T,16 DKOL 36х2 (28) (45)(Г),4,16,23,2,1,2,false,false,
2586,20442-36-12,20 DKОL 36х2 (28) (45)(Г),4,20,23,2,1,2,false,false,
2587,20442-36-12D,"20 DKОL 36х1,5 (28) (45)(Г)",4,20,17,2,1,2,false,false,
2588,20442-36-12DT,"20 DKОL 36х1,5 (28) (45)(Г)",4,20,17,2,1,2,false,false,
2589,20442-36-12T,20 DKОL 36х2 (28) (45)(Г),4,20,23,2,1,2,false,false,
2590,20442-36-16,25 DKOL 36х2 (28) (45)(Г),4,25,23,2,1,2,false,false,
2591,20442-36-16D,25 DKOL 36х1.5 (28) (45)(Г),4,25,17,2,1,2,false,false,
2592,20442-36-16DT,25 DKOL 36х1.5 (28) (45)(Г),4,25,17,2,1,2,false,false,
2593,20442-36-16T,25 DKOL 36х2 (28) (45)(Г),4,25,23,2,1,2,false,false,
2594,20442-39-16,25 DKOL 39х2 (30) (45)(Г),4,25,29,2,1,2,false,false,
2595,20442-39-16T,25 DKOL 39х2 (30) (45)(Г),4,25,29,2,1,2,false,false,
2596,20442-42-16,25 DKOL 42х2 (33) (45)(Г),4,25,22,2,1,2,false,false,
2597,20442-42-16T,25 DKOL 42х2 (33) (45)(Г),4,25,22,2,1,2,false,false,
2598,20442-42-20,32 DKOL 42х2 (33) (45)(Г),4,32,22,2,1,2,false,false,
2599,20442-42-20T,32 DKOL 42х2 (33) (45)(Г),4,32,22,2,1,2,false,false,
2600,20442-45-12,20 DKОL 45х2 (35) (45)(Г),4,20,25,2,1,2,false,false,
2601,20442-45-12T,20 DKОL 45х2 (35) (45)(Г),4,20,25,2,1,2,false,false,
2602,20442-45-16,25 DKOL 45х2 (35) (45)(Г),4,25,25,2,1,2,false,false,
2603,20442-45-16T,25 DKOL 45х2 (35) (45)(Г),4,25,25,2,1,2,false,false,
2604,20442-45-20,32 DKOL 45х2 (35) (45)(Г),4,32,25,2,1,2,false,false,
2605,20442-45-20T,32 DKOL 45х2 (35) (45)(Г),4,32,25,2,1,2,false,false,
2606,20442-45-24,38 DKOL 45х2 (35) (45)(Г),4,38,25,2,1,2,false,false,
2607,20442-45-24T,38 DKOL 45х2 (35) (45)(Г),4,38,25,2,1,2,false,false,
2608,20442-52-20,32 DKOL 52х2 (42) (45)(Г),4,32,24,2,1,2,false,false,
2609,20442-52-20T,32 DKOL 52х2 (42) (45)(Г),4,32,24,2,1,2,false,false,
2610,20442-52-24,38 DKOL 52х2 (42) (45)(Г),4,38,24,2,1,2,false,false,
2611,20442-52-24T,38 DKOL 52х2 (42) (45)(Г),4,38,24,2,1,2,false,false,
2612,20491-10-03,05 DKOL 10х1 (6) (90)(Г),4,5,1,3,1,1,false,false,
2613,20491-10-03T,05 DKOL 10х1 (6) (90)(Г),4,5,1,3,1,1,false,false,
2614,20491-12-02DT,"04 DKOL 12х1,5 (6) (90)(Г)",4,4,3,3,1,1,false,false,
2615,20491-12-03D,"05 DKOL 12х1,5 (6) (90)(Г)",4,5,3,3,1,1,false,false,
2616,20491-12-03DT,"05 DKOL 12х1,5 (6) (90)(Г)",4,5,3,3,1,1,false,false,
2617,20491-12-04,06 DKOL 12х1 (6) (90)(Г),4,6,21,3,1,1,false,false,
2618,20491-12-04D,"06 DKOL 12х1,5 (6) (90)(Г)",4,6,3,3,1,1,false,false,
2619,20491-12-04DT,"06 DKOL 12х1,5 (6) (90)(Г)",4,6,3,3,1,1,false,false,
2620,20491-12(1.25)-04 A,"06 DKOL 12х1,25 (6) (90)(Г)",4,6,34,3,1,1,false,false,
2621,20491-14-04D,"06 DKОL 14х1,5 (8) (90)(Г)",4,6,4,3,1,1,false,false,
2622,20491-14-04DT,"06 DKОL 14х1,5 (8) (90)(Г)",4,6,4,3,1,1,false,false,
2623,20491-14-05D,"08 DKОL 14х1,5 (8) (90)(Г)",4,8,4,3,1,1,false,false,
2624,20491-14-05DT,"08 DKОL 14х1,5 (8) (90)(Г)",4,8,4,3,1,1,false,false,
2625,20491-14-06D,"10 DKOL 14х1,5 (8) (90)(Г)",4,10,4,3,1,1,false,false,
2626,20491-14-06DT,"10 DKOL 14х1,5 (8) (90)(Г)",4,10,4,3,1,1,false,false,
2627,20491-16-04D,"06 DKОL 16х1,5 (10) (90)(Г)",4,6,6,3,1,1,false,false,
2628,20491-16-04DT,"06 DKОL 16х1,5 (10) (90)(Г)",4,6,6,3,1,1,false,false,
2629,20491-16-05D,"08 DKОL 16х1,5 (10) (90)(Г)",4,8,6,3,1,1,false,false,
2630,20491-16-05DT,"08 DKОL 16х1,5 (10) (90)(Г)",4,8,6,3,1,1,false,false,
2631,20491-16-06D,"10 DKOL 16х1,5 (10) (90)(Г)",4,10,6,3,1,1,false,false,
2632,20491-16-06DT,"10 DKOL 16х1,5 (10) (90)(Г)",4,10,6,3,1,1,false,false,
2633,20491-16-08D,"12 DKOL 16х1,5 (10) (90)(Г)",4,12,6,3,1,1,false,false,
2634,20491-16-08DT,"12 DKOL 16х1,5 (10) (90)(Г)",4,12,6,3,1,1,false,false,
2635,20491-18-04,"06 DKОL 18х1,5 (12) (90)(Г)",4,6,7,3,1,1,false,false,
2636,20491-18-04T,"06 DKОL 18х1,5 (12) (90)(Г)",4,6,7,3,1,1,false,false,
2637,20491-18-05,"08 DKОL 18х1,5 (12) (90)(Г)",4,8,7,3,1,1,false,false,
2638,20491-18-05T,"08 DKОL 18х1,5 (12) (90)(Г)",4,8,7,3,1,1,false,false,
2639,20491-18-06,"10 DKOL 18х1,5 (12) (90)(Г)",4,10,7,3,1,1,false,false,
2640,20491-18-06T,"10 DKOL 18х1,5 (12) (90)(Г)",4,10,7,3,1,1,false,false,
2641,20491-18-08,"12 DKOL 18х1,5 (12) (90)(Г)",4,12,7,3,1,1,false,false,
2642,20491-18-08T,"12 DKOL 18х1,5 (12) (90)(Г)",4,12,7,3,1,1,false,false,
2643,20491-20-04,"06 DKОL 20х1,5 (14) (90)(Г)",4,6,8,3,1,1,false,false,
2644,20491-20-04T,"06 DKОL 20х1,5 (14) (90)(Г)",4,6,8,3,1,1,false,false,
2645,20491-20-05,"08 DKОL 20х1,5 (14) (90)(Г)",4,8,8,3,1,1,false,false,
2646,20491-20-05T,"08 DKОL 20х1,5 (14) (90)(Г)",4,8,8,3,1,1,false,false,
2647,20491-20-06,"10 DKOL 20х1,5 (14) (90)(Г)",4,10,8,3,1,1,false,false,
2648,20491-20-06T,"10 DKOL 20х1,5 (14) (90)(Г)",4,10,8,3,1,1,false,false,
2649,20491-20-08,"12 DKOL 20х1,5 (14) (90)(Г)",4,12,8,3,1,1,false,false,
2650,20491-20-08T,"12 DKOL 20х1,5 (14) (90)(Г)",4,12,8,3,1,1,false,false,
2651,20491-22-04,"06 DKОL 22х1,5 (15) (90)(Г)",4,6,9,3,1,1,false,false,
2652,20491-22-04T,"06 DKОL 22х1,5 (15) (90)(Г)",4,6,9,3,1,1,false,false,
2653,20491-22-05,"08 DKОL 22х1,5 (15) (90)(Г)",4,8,9,3,1,1,false,false,
2654,20491-22-05T,"08 DKОL 22х1,5 (15) (90)(Г)",4,8,9,3,1,1,false,false,
2655,20491-22-06,"10 DKOL 22х1,5 (15) (90)(Г)",4,10,9,3,1,1,false,false,
2656,20491-22-06T,"10 DKOL 22х1,5 (15) (90)(Г)",4,10,9,3,1,1,false,false,
2657,20491-22-08,"12 DKOL 22х1,5 (15) (90)(Г)",4,12,9,3,1,1,false,false,
2658,20491-22-08T,"12 DKOL 22х1,5 (15) (90)(Г)",4,12,9,3,1,1,false,false,
2659,20491-22-10,"16 DKOL 22х1,5 (15) (90)(Г)",4,16,9,3,1,1,false,false,
2660,20491-22-10T,"16 DKOL 22х1,5 (15) (90)(Г)",4,16,9,3,1,1,false,false,
2661,20491-24-08,"12 DKOL 24х1,5 (18) (90)(Г)",4,12,10,3,1,1,false,false,
2662,20491-24-08T,"12 DKOL 24х1,5 (18) (90)(Г)",4,12,10,3,1,1,false,false,
2663,20491-26-08D,"12 DKОL 26х1,5 (18) (90)(Г)",4,12,11,3,1,1,false,false,
2664,20491-26-08DT,"12 DKОL 26х1,5 (18) (90)(Г)",4,12,11,3,1,1,false,false,
2665,20491-26-10D,"16 DKOL 26х1,5 (18) (90)(Г)",4,16,11,3,1,1,false,false,
2666,20491-26-10DT,"16 DKOL 26х1,5 (18) (90)(Г)",4,16,11,3,1,1,false,false,
2667,20491-26-12D,"20 DKOL 26х1,5 (18) (90)(Г)",4,20,11,3,1,1,false,false,
2668,20491-26-12DT,"20 DKOL 26х1,5 (18) (90)(Г)",4,20,11,3,1,1,false,false,
2669,20491-27-08DT,"12 DKOL 27х1,5 (18) (90)(Г)",4,12,12,3,1,1,false,false,
2670,20491-27-10,16 DKOL 27х2 (18) (90)(Г),4,16,27,3,1,1,false,false,
2671,20491-27-10D,"16 DKOL 27х1,5 (18) (90)(Г)",4,16,12,3,1,1,false,false,
2672,20491-27-10DT,"16 DKOL 27х1,5 (18) (90)(Г)",4,16,12,3,1,1,false,false,
2673,20491-27-10T,16 DKOL 27х2 (18) (90)(Г),4,16,27,3,1,1,false,false,
2674,20491-27-12D,"20 DKOL 27х1,5 (18) (90)(Г)",4,20,12,3,1,1,false,false,
2675,20491-30-10,16 DKOL 30х2 (22) (90)(Г),4,16,14,3,1,1,false,false,
2676,20491-30-10D,"16 DKOL 30х1,5 (22) (90)(Г)",4,16,13,3,1,1,false,false,
2677,20491-30-10DT,"16 DKOL 30х1,5 (22) (90)(Г)",4,16,13,3,1,1,false,false,
2678,20491-30-10T,16 DKOL 30х2 (22) (90)(Г),4,16,14,3,1,1,false,false,
2679,20491-30-12,20 DKOL 30х2 (22) (90)(Г),4,20,14,3,1,1,false,false,
2680,20491-30-12D,"20 DKOL 30х1,5 (22) (90)(Г)",4,20,13,3,1,1,false,false,
2681,20491-30-12DT,"20 DKOL 30х1,5 (22) (90)(Г)",4,20,13,3,1,1,false,false,
2682,20491-30-12T,20 DKOL 30х2 (22) (90)(Г),4,20,14,3,1,1,false,false,
2683,20491-30-16,25 DKOL 30х2 (22) (90)(Г),4,25,14,3,1,1,false,false,
2684,20491-30-16T,25 DKOL 30х2 (22) (90)(Г),4,25,14,3,1,1,false,false,
2685,20491-33-12,20 DKOL 33х2 (25) (90)(Г),4,20,16,3,1,1,false,false,
2686,20491-33-12T,20 DKOL 33х2 (25) (90)(Г),4,20,16,3,1,1,false,false,
2687,20491-33-16,25 DKOL 33х2 (25) (90)(Г),4,25,16,3,1,1,false,false,
2688,20491-33-16T,25 DKOL 33х2 (25) (90)(Г),4,25,16,3,1,1,false,false,
2689,20491-36-10,16 DKOL 36х2 (28) (90)(Г),4,16,23,3,1,1,false,false,
2690,20491-36-10T,16 DKOL 36х2 (28) (90)(Г),4,16,23,3,1,1,false,false,
2691,20491-36-12,20 DKОL 36х2 (28) (90)(Г),4,20,23,3,1,1,false,false,
2692,20491-36-12D,"20 DKОL 36х1,5 (28) (90)(Г)",4,20,17,3,1,1,false,false,
2693,20491-36-12DT,"20 DKОL 36х1,5 (28) (90)(Г)",4,20,17,3,1,1,false,false,
2694,20491-36-12T,20 DKОL 36х2 (28) (90)(Г),4,20,23,3,1,1,false,false,
2695,20491-36-16,25 DKOL 36х2 (28) (90)(Г),4,25,23,3,1,1,false,false,
2696,20491-36-16D,25 DKOL 36х1.5 (28) (90)(Г),4,25,17,3,1,1,false,false,
2697,20491-36-16DT,25 DKOL 36х1.5 (28) (90)(Г),4,25,17,3,1,1,false,false,
2698,20491-36-16T,25 DKOL 36х2 (28) (90)(Г),4,25,23,3,1,1,false,false,
2699,20491-39-16,25 DKOL 39х2 (30) (90)(Г),4,25,29,3,1,1,false,false,
2700,20491-39-16T,25 DKOL 39х2 (30) (90)(Г),4,25,29,3,1,1,false,false,
2701,20491-42-16,25 DKOL 42х2 (33) (90)(Г),4,25,22,3,1,1,false,false,
2702,20491-42-16T,25 DKOL 42х2 (33) (90)(Г),4,25,22,3,1,1,false,false,
2703,20491-42-20,32 DKOL 42х2 (33) (90)(Г),4,32,22,3,1,1,false,false,
2704,20491-42-20T,32 DKOL 42х2 (33) (90)(Г),4,32,22,3,1,1,false,false,
2705,20491-45-12,20 DKОL 45х2 (35) (90)(Г),4,20,25,3,1,1,false,false,
